,WAR,Age,Games,pitcher,start_ratio
1101,"[1.0, 0.5]","['24', '25']","[43.0, 65.0]",True,0.1574074074074074
1102,"[0.0, -0.2]","['27', '29']","[4.0, 5.0]",True,0.0
1103,"[0.9, 0.49999999999999994, 0.9, 2.4, 0.5, -0.8, 0.7, 0.7]","['24', '25', '26', '27', '28', '29', '30', '31']","[5.0, 30.0, 17.0, 32.0, 22.0, 8.0, 33.0, 18.0]",True,0.7757575757575758
1104,"[-0.2, -0.3, 0.0]","['25', '26', '27']","[6.0, 9.0, 14.0]",True,0.0
1105,"[0.0, -0.5, -0.1]","['24', '25', '26']","[6.0, 7.0, 17.0]",True,0.7666666666666667
1106,[-0.2],['25'],[16.0],True,0.0
1107,"[0.1, -0.2, -0.2]","['20', '21', '24']","[18.0, 31.0, 53.0]",False,
1108,"[0.39999999999999997, 0.6]","['24', '26']","[21.0, 14.0]",True,1.0
1109,"[0.1, 0.7, 0.0, 0.3, 2.0, -0.4, 0.0, -0.1, 0.3, 1.9, 2.5, 0.8, -1.0]","['20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']","[5.0, 50.0, 81.0, 119.0, 120.0, 115.0, 48.0, 64.0, 24.0, 89.0, 139.0, 54.0, 101.0]",False,
1110,"[-0.9, -0.1, -0.2]","['25', '26', '27']","[33.0, 20.0, 22.0]",False,
1111,"[0.1, 0.2, -0.6, -0.6]","['23', '24', '25', '26']","[24.0, 8.0, 73.0, 67.0]",False,
1112,"[-0.3, 0.3, 1.7, 2.0, 1.0, 1.0, 0.4, 3.4, 1.7, 1.4, -0.2, 0.3, -0.5]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34']","[16.0, 110.0, 144.0, 127.0, 152.0, 142.0, 54.0, 155.0, 104.0, 126.0, 48.0, 136.0, 50.0]",False,
1113,[-0.2],['24'],[16.0],False,
1114,"[0.2, -0.3, 2.0]","['24', '25', '26']","[7.0, 21.0, 27.0]",True,0.6909090909090909
1115,[0.2],['23'],[21.0],False,
1116,"[-0.4, 0.2, -0.2, 2.6, 0.9, 0.5]","['21', '22', '23', '24', '25', '26']","[6.0, 52.0, 77.0, 151.0, 85.0, 121.0]",False,
1117,"[1.4, -0.7, -0.3, 2.0, 0.0, -0.5]","['22', '23', '24', '25', '26', '27']","[57.0, 13.0, 25.0, 65.0, 29.0, 40.0]",True,0.0
1118,[0.1],['20'],[1.0],True,0.0
1119,"[-0.4, -0.2, -0.8, 3.2, -1.3, 0.3]","['22', '23', '24', '25', '26', '27']","[35.0, 56.0, 56.0, 139.0, 144.0, 63.0]",False,
1120,"[-0.5, 0.1, 2.1, 0.6, -0.8, -0.8, -0.5, 0.0, -0.2]","['27', '29', '30', '31', '32', '33', '34', '35', '36']","[25.0, 31.0, 119.0, 112.0, 75.0, 112.0, 95.0, 2.0, 13.0]",False,
1121,"[0.4, 1.9, -0.3, 0.0, -1.2, -0.2, -0.9]","['25', '26', '27', '28', '29', '30', '31']","[19.0, 36.0, 49.0, 31.0, 11.0, 10.0, 4.0]",True,0.3
1122,"[-0.3, 0.6, 0.2, -0.3, -0.4]","['24', '27', '28', '29', '30']","[19.0, 24.0, 50.0, 7.0, 5.0]",True,0.0
1123,"[-0.1, -0.1, -0.3]","['24', '25', '26']","[16.0, 1.0, 4.0]",True,0.09523809523809523
1124,"[-0.5, 0.9, -0.6, 2.3000000000000003, 0.6, 1.2, 0.0, -0.4]","['27', '28', '29', '30', '31', '32', '33', '34']","[6.0, 26.0, 8.0, 46.0, 55.0, 44.0, 32.0, 17.0]",True,0.1581196581196581
1125,"[0.8, 0.7, 0.0, 0.3]","['25', '26', '27', '28']","[22.0, 51.0, 20.0, 5.0]",True,0.0
1126,"[0.0, -1.1, -0.1, -0.5, 0.7, -0.3, -0.3, 0.9, -0.2]","['21', '22', '24', '25', '27', '28', '29', '30', '31']","[7.0, 32.0, 42.0, 46.0, 29.0, 36.0, 52.0, 46.0, 45.0]",False,
1127,"[0.2, 0.3, 0.2, -0.39999999999999997, -0.8, -0.1, -0.3, 0.0]","['23', '24', '25', '26', '27', '28', '29', '32']","[58.0, 49.0, 49.0, 93.0, 73.0, 77.0, 18.0, 1.0]",False,
1128,"[-0.2, 0.2, 0.0]","['24', '27', '28']","[8.0, 7.0, 6.0]",False,
1129,"[0.5, 0.3]","['27', '29']","[31.0, 1.0]",True,0.21875
1130,"[0.7, 0.1, -0.3, -0.5, 0.0, 1.4]","['24', '25', '26', '27', '28', '31']","[93.0, 102.0, 111.0, 55.0, 9.0, 81.0]",False,
1131,[0.1],['25'],[7.0],False,
1132,"[-0.1, -0.19999999999999998, -0.1]","['26', '27', '30']","[2.0, 6.0, 3.0]",True,0.0
1133,"[-0.1, 0.5, 0.1, 0.0]","['28', '33', '34', '35']","[2.0, 33.0, 7.0, 4.0]",False,
1134,"[-0.3, 1.6, -0.1, 0.5, -0.4, 2.2, 1.5, 3.1, 0.6, 0.6, -0.2, -0.1, 0.7999999999999999, 0.9, 0.0]","['25', '26', '27', '28', '29', '30', '31', '32', '33', '37', '38', '39', '40', '41', '42']","[3.0, 24.0, 12.0, 36.0, 23.0, 61.0, 60.0, 70.0, 49.0, 43.0, 61.0, 25.0, 67.0, 72.0, 20.0]",True,0.0670926517571885
1135,"[0.2, -1.3, -0.30000000000000004, -0.2, 0.6, 0.3, -0.4, 0.4, -0.4]","['26', '27', '28', '30', '31', '32', '33', '34', '36']","[6.0, 63.0, 3.0, 3.0, 45.0, 66.0, 52.0, 21.0, 20.0]",True,0.010752688172043012
1136,"[-0.4, 0.1]","['25', '29']","[6.0, 1.0]",False,
1137,"[0.6, 1.2, 5.199999999999999, 3.4, 4.1, 4.1000000000000005, 0.30000000000000004, -0.2, 0.1, 0.7]","['25', '26', '27', '28', '29', '30', '31', '32', '33', '34']","[11.0, 28.0, 32.0, 26.0, 33.0, 25.0, 25.0, 32.0, 18.0, 12.0]",True,0.9338842975206612
1138,"[0.4, 2.0, 2.4, 4.1, 0.5, 2.1, 0.3, -0.2, -0.7]","['25', '26', '27', '28', '29', '30', '31', '32', '33']","[49.0, 146.0, 158.0, 150.0, 154.0, 153.0, 138.0, 80.0, 87.0]",False,
1139,"[2.2, -0.2, -0.9, 0.3, 1.6, -1.3, -1.2000000000000002, 1.5, -0.2, 1.2, -0.5]","['27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37']","[32.0, 68.0, 54.0, 25.0, 51.0, 58.0, 75.0, 59.0, 35.0, 72.0, 53.0]",True,0.0
1140,"[-0.2, 0.6, 1.3, 3.2, 2.8, 2.4, -0.4, 2.6999999999999997, -0.9, 2.4, -0.3, 0.6000000000000001, 3.1, 0.29999999999999993, 2.4, 1.3]","['25', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43']","[4.0, 11.0, 49.0, 51.0, 59.0, 66.0, 36.0, 80.0, 71.0, 47.0, 52.0, 52.0, 75.0, 69.0, 70.0, 54.0]",True,0.004728132387706856
1141,"[-0.5, 0.8, -0.1]","['25', '26', '27']","[8.0, 24.0, 13.0]",True,0.13333333333333333
1142,"[-0.2, -1.7, -0.1, 2.8, 1.4, 4.3, -0.4, 1.1, 2.2, 1.4, 1.2, 0.0]","['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35']","[8.0, 118.0, 3.0, 151.0, 143.0, 142.0, 127.0, 87.0, 91.0, 72.0, 125.0, 20.0]",False,
1143,"[-0.2, -0.1, 0.3, 0.7, 0.9, 1.5, 0.5, 0.4, 1.2, 0.7, -0.8, -0.3]","['25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36']","[9.0, 6.0, 10.0, 33.0, 82.0, 77.0, 57.0, 62.0, 59.0, 50.0, 73.0, 48.0]",False,
1144,"[0.4, 0.7, 0.1, -0.1, 0.3, -0.2, 0.3]","['26', '27', '28', '29', '30', '31', '32']","[9.0, 61.0, 45.0, 11.0, 49.0, 31.0, 10.0]",True,0.0
1145,"[1.2, -0.5, -0.6, -0.2, 0.5, -0.1]","['22', '23', '24', '25', '27', '28']","[6.0, 14.0, 29.0, 11.0, 48.0, 5.0]",True,0.4778761061946903
1146,"[0.3, -0.8, -0.4]","['24', '25', '26']","[24.0, 25.0, 10.0]",True,0.0
1147,[-0.1],['25'],[9.0],False,
1148,"[0.2, -1.6, 0.1, -0.2, -0.3, -0.3, 0.3, -0.5, -0.7, -0.4]","['26', '27', '28', '29', '30', '31', '32', '33', '34', '35']","[49.0, 93.0, 42.0, 6.0, 61.0, 55.0, 55.0, 75.0, 61.0, 16.0]",False,
1149,"[-0.4, -1.0]","['28', '29']","[5.0, 18.0]",True,0.043478260869565216
1150,"[0.4, 1.4000000000000001, -1.5, 0.0, -0.29999999999999993]","['21', '23', '24', '25', '27']","[11.0, 32.0, 30.0, 9.0, 16.0]",True,0.8061224489795918
1151,[0.0],['25'],[3.0],False,
1152,"[0.0, 1.8, -0.2, 1.5, 0.3, 3.8, 3.9, -0.5, 0.3000000000000001]","['22', '23', '24', '25', '26', '27', '28', '29', '30']","[4.0, 22.0, 8.0, 20.0, 53.0, 31.0, 32.0, 26.0, 46.0]",True,0.0
1153,"[0.1, -0.5, -0.1]","['25', '26', '27']","[48.0, 47.0, 5.0]",False,
1154,"[0.0, -0.2, -0.1, -0.4]","['25', '26', '28', '29']","[3.0, 4.0, 2.0, 32.0]",True,0.024390243902439025
1155,"[1.7, 2.6, 3.7, 1.6, 0.1, -0.39999999999999997]","['23', '24', '25', '26', '27', '30']","[23.0, 63.0, 28.0, 12.0, 30.0, 25.0]",True,0.0
1156,"[0.6, 0.3, -0.2]","['26', '27', '28']","[37.0, 71.0, 15.0]",True,0.0
1157,"[0.5, 1.5, 0.9, -0.7, 2.5, 0.6, -0.2, -0.2]","['22', '23', '24', '25', '26', '27', '28', '29']","[54.0, 73.0, 37.0, 68.0, 65.0, 58.0, 57.0, 58.0]",True,0.0
1158,"[1.3, 3.0, 1.8, 0.1, 0.9, 2.3, -0.4, -0.5, -0.5]","['24', '25', '26', '27', '28', '29', '30', '31', '32']","[42.0, 150.0, 158.0, 136.0, 146.0, 132.0, 78.0, 59.0, 10.0]",False,
1159,"[-0.1, 0.4, 0.2, -0.4]","['26', '27', '28', '29']","[42.0, 13.0, 31.0, 42.0]",False,
1160,"[0.0, 0.9, -0.3, 0.0, 0.5, 0.0]","['23', '24', '25', '26', '27', '28']","[1.0, 20.0, 19.0, 24.0, 41.0, 22.0]",True,0.06299212598425197
1161,"[0.2, 0.0]","['23', '24']","[1.0, 12.0]",True,0.07692307692307693
1162,"[-0.1, -0.4, 0.6, 0.5, 1.2, 0.3, -0.6]","['22', '23', '24', '25', '26', '28', '29']","[9.0, 6.0, 67.0, 79.0, 49.0, 66.0, 12.0]",True,0.0
1163,"[0.1, 2.1, 0.3, 0.3, 0.0, 0.0, -0.4]","['25', '26', '27', '28', '29', '30', '31']","[20.0, 120.0, 121.0, 117.0, 98.0, 21.0, 7.0]",False,
1164,"[3.7, 2.6, 0.7, 1.9, -0.9000000000000001, -0.2]","['23', '24', '25', '26', '27', '28']","[90.0, 153.0, 113.0, 143.0, 108.0, 28.0]",False,
1165,"[0.1, 0.1, -0.5]","['27', '28', '29']","[6.0, 7.0, 11.0]",False,
1166,"[-0.1, 0.1, 0.4, 0.0, 0.8999999999999999]","['27', '28', '29', '30', '31']","[22.0, 24.0, 41.0, 1.0, 35.0]",False,
1167,"[-0.7, -0.4, 2.4, 3.1999999999999997, 2.7, 1.2, -0.2, -0.6, 0.29999999999999993, 1.1, 2.0, 0.1]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33']","[26.0, 8.0, 32.0, 32.0, 34.0, 38.0, 33.0, 12.0, 32.0, 47.0, 57.0, 6.0]",True,0.5042016806722689
1168,"[0.1, 0.8, -0.5]","['27', '28', '29']","[8.0, 57.0, 15.0]",True,0.0125
1169,[-0.2],['21'],[14.0],True,1.0
1170,"[-0.6, -0.9, 2.3, 0.4, -0.1, 0.3, 0.30000000000000004, -0.7, 0.7000000000000001, -0.4]","['23', '24', '25', '26', '29', '31', '32', '33', '34', '35']","[13.0, 16.0, 27.0, 19.0, 5.0, 25.0, 53.0, 14.0, 55.0, 63.0]",True,0.23793103448275862
1171,"[-0.3, 1.3, -0.5, 0.1, 0.3, 0.1, -0.2]","['24', '25', '26', '27', '28', '29', '30']","[3.0, 46.0, 12.0, 3.0, 16.0, 20.0, 1.0]",True,0.5247524752475248
1172,"[0.1, -0.4, -0.2, -0.5, 1.4, 0.5]","['24', '25', '26', '27', '28', '29']","[3.0, 2.0, 36.0, 20.0, 20.0, 38.0]",True,0.19327731092436976
1173,"[-0.8, 3.9, 6.9, 5.6, 3.2, 8.0, 5.1, 6.1, 3.9, 2.6, 5.4, 2.5, -0.1, -0.6]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35']","[31.0, 139.0, 157.0, 154.0, 75.0, 159.0, 141.0, 160.0, 135.0, 93.0, 154.0, 105.0, 3.0, 6.0]",False,
1174,"[-0.1, -0.6]","['23', '24']","[2.0, 17.0]",False,
1175,[0.0],['27'],[27.0],False,
1176,"[-0.2, 0.6]","['28', '30']","[4.0, 27.0]",False,
1177,"[5.8, 13.299999999999999, 4.3, 4.1000000000000005, 3.8, 1.6, 3.2, 3.8, 3.1999999999999997, 4.2, -0.6, 2.6, 1.0999999999999999, 2.7, -0.49999999999999994, 0.7000000000000001]","['19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '31', '32', '33', '34', '35']","[31.0, 35.0, 33.0, 25.0, 34.0, 19.0, 34.0, 27.0, 31.0, 29.0, 7.0, 29.0, 20.0, 23.0, 26.0, 27.0]",True,0.9534883720930233
1178,"[2.3, -0.7, -0.2, 0.6, 1.9, 0.1, -0.2, -1.1]","['25', '26', '27', '28', '29', '30', '31', '32']","[109.0, 117.0, 90.0, 109.0, 111.0, 73.0, 103.0, 101.0]",False,
1179,"[0.6, 0.1, -0.5, 0.4, -0.6]","['25', '26', '27', '28', '29']","[4.0, 14.0, 30.0, 5.0, 6.0]",True,0.576271186440678
1180,"[0.1, 1.6, 2.7, 0.3, 2.5]","['19', '23', '24', '25', '26']","[2.0, 36.0, 28.0, 31.0, 30.0]",True,0.8110236220472441
1181,[-0.1],['23'],[14.0],True,1.0
1182,"[-1.3, 0.0, -1.2]","['25', '26', '27']","[18.0, 27.0, 18.0]",True,0.7142857142857143
1183,"[-0.2, 0.0]","['24', '25']","[26.0, 1.0]",False,
1184,"[0.0, -0.2, 1.8, -0.5]","['25', '26', '27', '28']","[12.0, 3.0, 54.0, 50.0]",True,0.0
1185,[0.1],['26'],[113.0],False,
1186,[-0.1],['29'],[4.0],False,
1187,"[-0.2, -0.3, 0.3, -1.1, -1.0, 2.0, -0.5, -0.4]","['22', '23', '25', '26', '27', '28', '29', '30']","[47.0, 27.0, 7.0, 33.0, 43.0, 20.0, 18.0, 3.0]",True,0.11616161616161616
1188,"[-0.3, -0.2, 0.1, 0.9, 1.4, 0.19999999999999998, -0.6, 0.4, 0.3, -0.2]","['24', '28', '32', '33', '34', '35', '37', '38', '39', '40']","[5.0, 18.0, 16.0, 44.0, 52.0, 59.0, 19.0, 31.0, 18.0, 4.0]",True,0.011278195488721804
1189,"[-0.2, 0.1, 0.0]","['27', '28', '29']","[5.0, 10.0, 47.0]",True,0.16129032258064516
1190,"[-0.2, -1.0, -1.5999999999999999, 0.7, -0.5]","['23', '24', '25', '26', '27']","[3.0, 16.0, 17.0, 13.0, 30.0]",True,0.4936708860759494
1191,"[-0.4, -0.3, 0.5, 0.2, 0.6, 1.2, 1.1, 1.8, 1.3, 2.0, 1.9, 1.6, 1.0, 0.3, -0.3, 0.8, 0.3]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38']","[19.0, 4.0, 51.0, 83.0, 69.0, 79.0, 63.0, 70.0, 67.0, 68.0, 66.0, 41.0, 58.0, 43.0, 15.0, 64.0, 48.0]",True,0.02753303964757709
1192,"[-0.4, -0.5, -0.6, 0.1, 0.0, 0.5, 0.5, 0.6, 0.4, 0.4, -0.3, 0.4, -0.30000000000000004]","['23', '24', '25', '26', '27', '28', '29', '30', '32', '33', '34', '35', '36']","[52.0, 38.0, 29.0, 18.0, 106.0, 84.0, 21.0, 35.0, 96.0, 105.0, 13.0, 77.0, 80.0]",False,
1193,"[2.2, 1.2, 1.5, 4.1, 1.7]","['23', '24', '25', '26', '27']","[122.0, 92.0, 151.0, 138.0, 137.0]",False,
1194,"[-0.5, 0.9, 0.5, 0.9000000000000001, 1.2, 1.1, -0.1, 1.5, 1.5, -1.2, -0.3]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']","[26.0, 104.0, 94.0, 66.0, 80.0, 108.0, 108.0, 130.0, 126.0, 81.0, 52.0]",False,
1195,[0.0],['28'],[42.0],False,
1196,[-0.1],['22'],[37.0],True,0.0
1197,[0.1],['26'],[2.0],True,0.0
1198,"[0.3, -0.1, 0.5, 5.6, 6.1, 6.5, 0.2, 3.1, 7.0, 6.5, 6.2, 5.6, 4.9, 5.7, 4.8, 2.6, 3.3, -0.3]","['24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', '41']","[13.0, 14.0, 65.0, 144.0, 150.0, 135.0, 42.0, 89.0, 145.0, 139.0, 155.0, 154.0, 142.0, 153.0, 132.0, 97.0, 145.0, 141.0]",False,
1199,"[-0.5, 0.0]","['23', '25']","[5.0, 6.0]",True,0.18181818181818182
1200,"[3.2, 0.9, 0.9, 1.1, 2.2, 1.5, 4.3, 5.6, 2.1, 1.4, 4.2, 4.1, 1.1, -1.4, 0.6, 0.8]","['19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34']","[106.0, 154.0, 133.0, 154.0, 150.0, 141.0, 152.0, 157.0, 149.0, 153.0, 149.0, 124.0, 138.0, 124.0, 72.0, 96.0]",False,
1201,"[0.7, 1.0, 6.2, 2.7, 6.0, 6.4, 1.6, 5.0, 0.3, 0.6, -1.0, -0.7]","['21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']","[101.0, 123.0, 151.0, 144.0, 158.0, 150.0, 124.0, 135.0, 142.0, 139.0, 109.0, 30.0]",False,
1202,"[0.2, 0.9, -0.1, -0.6]","['23', '24', '25', '26']","[5.0, 14.0, 22.0, 37.0]",True,0.0
1203,"[-1.1, -0.5, 0.4, 4.5, 0.09999999999999998, 0.5, -1.5, 0.6000000000000001, -2.0999999999999996, 2.1, 2.6999999999999997, -0.7, 0.8, 0.1]","['21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '35']","[6.0, 8.0, 6.0, 33.0, 9.0, 12.0, 20.0, 32.0, 33.0, 32.0, 34.0, 34.0, 17.0, 11.0]",True,0.9512195121951219
1204,"[0.0, 0.0]","['22', '23']","[3.0, 8.0]",False,
1205,"[0.1, 0.30000000000000004, 0.0, 0.9, 1.4, -0.7, 1.3, 3.4000000000000004, 3.6]","['22', '23', '24', '25', '26', '27', '28', '29', '30']","[9.0, 50.0, 66.0, 133.0, 127.0, 105.0, 129.0, 151.0, 158.0]",False,
1206,[0.1],['24'],[8.0],True,0.0
1207,"[0.3, 0.3, 1.5, 1.8, -0.1, 1.2, -1.3, -0.5, 2.2, -0.8, -0.3, 0.9, -1.0]","['19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31']","[8.0, 14.0, 37.0, 70.0, 14.0, 48.0, 24.0, 27.0, 42.0, 23.0, 49.0, 56.0, 15.0]",True,0.03278688524590164
1208,"[-0.4, -0.5, -0.6, 0.1, 0.0, 0.5, 0.5, 0.6, 0.4, 0.4, -0.3, 0.4, -0.30000000000000004]","['23', '24', '25', '26', '27', '28', '29', '30', '32', '33', '34', '35', '36']","[52.0, 38.0, 29.0, 18.0, 106.0, 84.0, 21.0, 35.0, 96.0, 105.0, 13.0, 77.0, 80.0]",False,
1209,"[0.9, 0.8, 1.2, 0.1, 1.5, 0.8, 0.1]","['21', '22', '23', '24', '25', '26', '27']","[30.0, 43.0, 43.0, 45.0, 42.0, 32.0, 29.0]",True,0.14772727272727273
1210,[-0.2],['22'],[4.0],True,0.5
1211,"[-0.6, 0.8, -0.1, -0.1]","['26', '27', '28', '29']","[21.0, 55.0, 20.0, 7.0]",True,0.0
1212,"[0.5, -0.2, -0.6, 0.1, 0.2, 1.7, 1.3, 1.6, 0.0, -0.4, -0.3]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '33']","[10.0, 10.0, 33.0, 67.0, 59.0, 67.0, 70.0, 65.0, 64.0, 49.0, 5.0]",True,0.008016032064128256
1213,"[-0.3, 0.1]","['22', '26']","[5.0, 86.0]",False,
1214,"[0.9, 0.9, 1.5, 0.6, 0.0, 1.6, 1.0, 5.0, 4.1, 3.8, 4.9, 4.1, 2.8, 1.9, 3.0]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36']","[69.0, 117.0, 139.0, 146.0, 85.0, 96.0, 134.0, 151.0, 142.0, 128.0, 146.0, 160.0, 157.0, 137.0, 109.0]",False,
1215,"[0.4, -0.5, -0.5, -0.2, 0.2, 2.4, 4.1000000000000005, 2.1, 3.1999999999999997, 2.5, -1.4000000000000001, -2.0999999999999996, 0.4, -0.39999999999999997, -0.4, 1.5, -2.4000000000000004]","['19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35']","[4.0, 8.0, 7.0, 23.0, 32.0, 32.0, 33.0, 32.0, 32.0, 31.0, 31.0, 28.0, 47.0, 21.0, 16.0, 17.0, 18.0]",True,0.7718446601941747
1216,[0.5],['25'],[28.0],False,
1217,"[-0.1, 0.1, 0.0, 0.2, 0.3, -0.1]","['25', '27', '28', '29', '31', '32']","[8.0, 4.0, 64.0, 54.0, 23.0, 4.0]",False,
1218,"[0.1, -0.5, 0.2, -0.1, 0.4, 0.2, 0.8]","['23', '24', '25', '26', '27', '28', '29']","[9.0, 53.0, 52.0, 40.0, 70.0, 114.0, 83.0]",False,
1219,"[0.0, -0.1, 0.2, 1.2, 1.2, 2.8, -0.8, 0.2, -0.8, -0.7, 0.1]","['23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33']","[4.0, 5.0, 17.0, 119.0, 75.0, 134.0, 102.0, 101.0, 55.0, 58.0, 3.0]",False,
1220,"[0.3, 0.8, -1.1, 0.5, 0.8, 1.7, 0.0, 2.3, -0.9000000000000001, 0.6]","['23', '24', '25', '26', '27', '28', '29', '30', '31', '32']","[17.0, 83.0, 114.0, 53.0, 86.0, 131.0, 41.0, 90.0, 54.0, 55.0]",False,
1221,[-0.2],['21'],[15.0],False,
1222,"[0.6, -0.1, -0.5, 0.2]","['27', '28', '29', '30']","[67.0, 4.0, 69.0, 83.0]",False,
1223,"[-0.1, -0.1, -0.1, 1.7, -1.0]","['24', '25', '26', '27', '28']","[2.0, 1.0, 64.0, 82.0, 101.0]",False,
1224,"[-0.5, 0.19999999999999998]","['23', '24']","[32.0, 21.0]",True,0.39622641509433965
1225,"[0.7, 0.0, -0.4, -0.2, -0.2, 0.1]","['27', '28', '29', '30', '31', '32']","[87.0, 26.0, 5.0, 37.0, 13.0, 25.0]",False,
1226,"[0.2, -0.7, 0.30000000000000004, -0.2, -0.4]","['21', '22', '23', '24', '25']","[7.0, 6.0, 21.0, 4.0, 1.0]",True,0.6666666666666666
1227,"[2.9, 5.3, 3.5, 3.3, 2.5, 1.1, 2.9, 1.4, -0.4, 7.9, 2.0, 2.0, 2.9, 5.0, 3.0, 3.9, 0.6, -0.1]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39']","[133.0, 144.0, 97.0, 152.0, 130.0, 66.0, 146.0, 42.0, 103.0, 156.0, 119.0, 142.0, 120.0, 122.0, 124.0, 138.0, 55.0, 11.0]",False,
1228,"[-0.6, 0.2, -0.6, 1.8, 4.5, 4.2, 1.4, 0.5, 0.39999999999999997, 0.0, -0.8, -0.6, 0.5, 1.0]","['25', '26', '27', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39']","[15.0, 3.0, 43.0, 40.0, 34.0, 30.0, 34.0, 50.0, 28.0, 62.0, 17.0, 4.0, 28.0, 53.0]",True,0.31746031746031744
1229,[0.0],['24'],[1.0],False,
1230,"[3.6, 1.2, 4.2, 4.0, 3.4, 0.8, 1.8, 2.9, 5.2, 2.1, 2.0]","['20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30']","[145.0, 148.0, 150.0, 158.0, 156.0, 157.0, 160.0, 147.0, 158.0, 97.0, 147.0]",False,
1231,"[0.2, -0.7]","['23', '24']","[40.0, 32.0]",True,0.0
1232,[0.1],['19'],[25.0],True,0.0
1233,"[0.0, 0.1]","['23', '24']","[10.0, 15.0]",False,
1234,"[-0.5, -0.1, -0.1, -0.5, 0.0, 0.2, 2.0, 0.0, 0.0, -0.2]","['22', '23', '24', '25', '26', '30', '31', '32', '33', '34']","[66.0, 13.0, 6.0, 50.0, 74.0, 150.0, 147.0, 113.0, 117.0, 3.0]",False,
1235,"[0.0, 0.0, -0.7, 1.1, 2.7, 0.4, 0.5000000000000001, 1.2, -0.9, -0.4, -0.6]","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']","[11.0, 49.0, 127.0, 73.0, 152.0, 64.0, 136.0, 110.0, 47.0, 24.0, 38.0]",False,
1236,"[0.7, 0.3, 2.3]","['26', '27', '28']","[34.0, 55.0, 66.0]",True,0.0
1237,"[0.2, -1.2, 0.1, -0.2, -1.1, 0.2, -0.6]","['23', '24', '25', '26', '27', '30', '31']","[94.0, 61.0, 7.0, 59.0, 60.0, 5.0, 39.0]",False,
1238,[0.9],['21'],[21.0],True,0.047619047619047616
1239,"[3.3, 5.0, 3.8, 2.8, 3.3, 0.6]","['23', '24', '25', '26', '27', '28']","[118.0, 132.0, 131.0, 157.0, 156.0, 65.0]",False,
1240,[0.1],['26'],[5.0],True,0.0
1241,"[-0.8, 1.3, -0.3, 1.8, -0.4, 1.8, 0.6, 0.8, 0.2, 1.0, -0.8, -0.5, 0.4]","['23', '24', '25', '26', '27', '28', '29', '30', '31', '33', '34', '35', '36']","[29.0, 36.0, 141.0, 132.0, 98.0, 133.0, 71.0, 133.0, 54.0, 83.0, 64.0, 97.0, 80.0]",False,
1242,"[0.3, -0.2, -0.6, 0.6, -0.8]","['22', '24', '25', '26', '27']","[1.0, 23.0, 52.0, 53.0, 8.0]",True,0.0072992700729927005
1243,"[-0.1, -0.3]","['27', '29']","[5.0, 5.0]",True,0.0
1244,"[0.3, -0.1, -0.2, 0.1, 0.3, -0.4]","['23', '24', '25', '26', '27', '28']","[22.0, 1.0, 4.0, 2.0, 18.0, 8.0]",True,0.32727272727272727
1245,"[0.3, -0.2, -0.7, -1.0, 0.0, 2.1, -0.1, -0.1]","['22', '23', '24', '25', '26', '27', '28', '29']","[143.0, 114.0, 70.0, 147.0, 116.0, 113.0, 7.0, 4.0]",False,
1246,"[0.0, 0.3, -0.7, -0.10000000000000003, -1.0999999999999999, -0.9, -0.4, -2.1, -0.3]","['23', '24', '25', '26', '27', '28', '29', '30', '31']","[5.0, 32.0, 113.0, 80.0, 94.0, 60.0, 63.0, 93.0, 15.0]",False,
1247,"[0.8, 0.5, 0.5, 0.1]","['27', '28', '29', '31']","[34.0, 34.0, 16.0, 7.0]",True,0.0
