Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name
101,Clay Holmes\holmecl01,25.010,Apr 6,,1,PIT,-1.0,6-5,225,R,R,Mar 27 1993,Dothan AL US,Drafted by the Pittsburgh Pirates in the 9th round of the 2011 amateur draft. Player signed August 15 2011.,,Slocomb HS (Slocomb AL),Clayton Walter
102,Sam Howard\howarsa01,25.097,Jun 10,,/1,COL,-0.2,6-4,200,R,L,Mar 5 1993,Marietta GA US,Drafted by the Colorado Rockies in the 3rd round of the 2014 amateur draft. Player signed June 2 2014.,Georgia Southern University (Statesboro GA),Cartersville HS (Cartersville GA),Sam James
103,Dakota Hudson\hudsoda02,23.316,Jul 28,,1,STL,2.4,6-5,215,R,R,Sep 15 1994,Dunlap TN US,Drafted by the St. Louis Cardinals in the 1st round (34th pick) of the 2016 amateur draft. Player signed June 17 2016.,Mississippi State University (Mississippi State MS),Sequatchie County HS (Dunlap TN),Dakota Ryan
104,Joe Hudson\hudsojo03,27.110,Sep 8,,/2H,LAA,-0.1,6-0,210,R,R,May 21 1991,Tampa FL US,Drafted by the Cincinnati Reds in the 6th round of the 2012 amateur draft. Player signed June 11 2012.,University of Notre Dame (South Bend IN),Jesuit HS (Tampa FL),Joseph Thaddeus
105,Josh James\jamesjo02,25.177,Sep 1,,/1,HOU,0.8,6-3,234,R,R,Mar 8 1993,Hollywood FL US,Drafted by the Houston Astros in the 34th round of the 2014 amateur draft. Player signed June 12 2014.,Western Oklahoma State College (Altus OK),South Broward HS (Hollywood FL),Joshua
106,Danny Jansen\janseda01,23.120,Aug 13,,2/HD,TOR,1.6,6-2,230,R,R,Apr 15 1995,Elmhurst IL US,Drafted by the Toronto Blue Jays in the 16th round of the 2013 amateur draft. Player signed June 12 2013.,,West HS (Appleton WI),Daniel Robert
107,Williams Jerez\jerezwi01,26.083,Aug 7,,1,LAA,-0.5,6-4,205,L,L,May 16 1992,Santiago Santiago DO,Drafted by the Boston Red Sox in the 2nd round of the 2011 amateur draft. Player signed July 11 2011.,,Grand Street Campus HS (Brooklyn NY),Williams Alexander
108,Jake Jewell\jewelja01,25.031,Jun 16,,/1,LAA,-0.3,6-3,217,R,R,May 16 1993,Norman OK US,Drafted by the Los Angeles Angels of Anaheim in the 5th round of the 2014 amateur draft. Player signed June 9 2014.,Northeast Oklahoma A&M College (Miami OK),,Jake R.
109,DJ Johnson\johnsdj01,29.010,Sep 9,,/1,COL,0.3,6-4,230,L,R,Aug 30 1989,Beaverton OR US,Signed by the Tampa Bay Rays as an amateur free agent in 2010.,Western Oregon University (Monmouth OR),Sunset HS (Beaverton OR),Daniel Stuart
110,Sherman Johnson\johnssh01,28.066,Sep 19,Sep 30 2018,/43H,LAA,-0.2,5-10,190,L,R,Jul 15 1990,Tampa FL US,Drafted by the Los Angeles Angels of Anaheim in the 14th round of the 2012 amateur draft. Player signed June 26 2012.,Florida State University (Tallahassee FL),Braulio Alonso HS (Tampa FL),Sherman Lee
111,Ariel Jurado\juradar01,22.109,May 19,,1,TEX,-0.1,6-1,180,R,R,Jan 30 1996,Aguadulce Cocle PA,Signed by the Texas Rangers as an amateur free agent in 2012.,,,Ariel Bolivar
112,Kevin Kaczmarski\kaczmke01,26.175,Jun 24,Jul 9 2018,/H9,NYM,-0.1,6-0,192,L,R,Dec 31 1991,Cary IL US,Drafted by the New York Mets in the 9th round of the 2015 amateur draft. Player signed June 15 2015.,University of Evansville (Evansville IN),,Kevin
113,Brad Keller\kellebr01,22.245,Mar 29,,1,KCR,6.6,6-5,250,R,R,Jul 27 1995,Snellville GA US,Drafted by the Arizona Diamondbacks in the 8th round of the 2013 amateur draft. Player signed June 19 2013.,,Flowery Branch HS (Flowery Branch GA),Brad Michael
114,Brett Kennedy\kennebr02,24.004,Aug 8,Sep 7 2018,/1,SDP,-0.6,6-0,200,R,R,Aug 4 1994,Pomona NJ US,Drafted by the San Diego Padres in the 11th round of the 2015 amateur draft. Player signed June 13 2015.,Fordham University (New York NY),,Brett
115,Isiah Kiner-Falefa\kineris01,23.018,Apr 10,,524H/D6,TEX,1.8,5-10,176,R,R,Mar 23 1995,Honolulu HI US,Drafted by the Texas Rangers in the 4th round of the 2013 amateur draft. Player signed June 9 2013.,,Mid Pacific Institute HS (Honolulu HI),Isiah
116,Scott Kingery\kingesc01,23.335,Mar 30,,*6H5/47981,PHI,1.7,5-10,180,R,R,Apr 29 1994,Phoenix AZ US,Drafted by the Philadelphia Phillies in the 2nd round of the 2015 amateur draft. Player signed June 16 2015.,University of Arizona (Tucson AZ),Mountain Pointe HS (Phoenix AZ),Scott M.
117,Nick Kingham\kinghni01,26.172,Apr 29,,1,PIT,-1.4,6-5,235,R,R,Nov 8 1991,Houston TX US,Drafted by the Pittsburgh Pirates in the 4th round of the 2010 amateur draft. Player signed August 6 2010.,,Sierra Vista HS (Las Vegas NV),Nicholas Gordon
118,Tyler Kinley\kinlety01,27.066,Apr 7,,/1,MIN,0.3,6-4,220,R,R,Jan 31 1991,Plantation FL US,Drafted by the Miami Marlins in the 16th round of the 2013 amateur draft. Player signed June 20 2013.,Barry University (Miami Shores FL),Nova HS (Davie FL),Tyler Harrison
119,Michael Kopech\kopecmi01,22.113,Aug 21,Sep 5 2018,/1,CHW,0.1,6-3,225,R,R,Apr 30 1996,Longview TX US,Drafted by the Boston Red Sox in the 1st round (33rd pick) of the 2014 amateur draft. Player signed June 16 2014.,,Mount Pleasant HS (Mount Pleasant TX),Michael Talbert
120,Kevin Kramer\krameke01,24.337,Sep 5,,H/54,PIT,-1.0,6-0,195,L,R,Oct 3 1993,Turlock CA US,Drafted by the Pittsburgh Pirates in the 2nd round of the 2015 amateur draft. Player signed June 16 2015.,University of California Los Angeles (Los Angeles CA),Turlock HS (Turlock CA),Kevin Lowell
121,Joey Krehbiel\krehbjo01,25.194,Jul 2,Jul 4 2018,/1,ARI,0.1,6-2,185,R,R,Dec 20 1992,Seminole FL US,Drafted by the Los Angeles Angels of Anaheim in the 12th round of the 2011 amateur draft. Player signed June 19 2011.,,Seminole HS (Seminole FL),Joseph Roland
122,Eric Lauer\lauerer01,22.325,Apr 24,,1,SDP,0.9,6-3,228,R,L,Jun 3 1995,Elyria OH US,Drafted by the San Diego Padres in the 1st round (25th pick) of the 2016 amateur draft. Player signed June 13 2016.,Kent State University (Kent OH),Midview HS (Grafton OH),Eric Lance
123,Ramon Laureano\laurera01,24.019,Aug 3,,8/H,OAK,5.9,5-11,200,R,R,Jul 15 1994,Santo Domingo Distrito Nacional DO,Drafted by the Houston Astros in the 16th round of the 2014 amateur draft. Player signed June 18 2018.,Northeast Oklahoma A&M College (Miami OK),,Ramon
124,Braxton Lee\leebr01,24.219,Mar 30,Apr 11 2018,/9H7,MIA,0.0,5-10,185,L,R,Aug 23 1993,Picayune MS US,Drafted by the Tampa Bay Rays in the 12th round of the 2014 amateur draft. Player signed July 1 2014.,University of Mississippi (Oxford MS),,Braxton Russell
125,Zack Littell\litteza01,22.243,Jun 5,,/1,MIN,0.4,6-4,220,R,R,Oct 5 1995,Burlington NC US,Drafted by the Seattle Mariners in the 11th round of the 2013 amateur draft. Player signed June 14 2013.,,Eastern Alamance HS (Haw River NC),Zack Stuart
126,Jonathan Loaisiga\loaisjo01,23.225,Jun 15,,/1,NYY,0.0,5-11,165,R,R,Nov 2 1994,Managua Managua NI,Signed by the San Francisco Giants as an amateur free agent in 2012.,,,Jonathan Stanley
127,Walker Lockett\lockewa01,24.029,Jun 1,,/1,SDP,-1.1,6-5,225,R,R,May 3 1994,Jacksonville FL US,Drafted by the San Diego Padres in the 4th round of the 2012 amateur draft. Player signed June 29 2012.,,Providence HS (Jacksonville FL),Andrew Walker
128,Pablo Lopez\lopezpa01,22.115,Jun 30,,1/H,MIA,1.2,6-3,225,L,R,Mar 7 1996,Cabimas Zulia VE,Signed by the Seattle Mariners as an amateur free agent in 2012.,,,Pablo Jose
129,Yoan López\lopezyo01,25.250,Sep 9,,1,ARI,0.6,6-3,205,R,R,Jan 2 1993,Nueva Gerona Isla de la Juventud CU,Signed by the Arizona Diamondbacks as an amateur free agent in 2015.,,,Yoan
130,Brandon Lowe\lowebr01,24.030,Aug 5,,47/H9D,TBR,3.4,5-10,185,L,R,Jul 6 1994,Newport News VA US,Drafted by the Tampa Bay Rays in the 3rd round of the 2015 amateur draft. Player signed June 25 2015.,University of Maryland (College Park MD),,Brandon Norman
131,Joey Lucchesi\lucchjo01,24.297,Mar 30,,1,SDP,2.8,6-5,225,L,L,Jun 6 1993,Newark CA US,Drafted by the San Diego Padres in the 4th round of the 2016 amateur draft. Player signed June 14 2016.,Southeast Missouri State University (Cape Girardeau MO),Newark HS (Newark CA),Joseph George
132,Dawel Lugo\lugoda01,23.242,Aug 30,,4/H,DET,-0.4,6-0,220,R,R,Dec 31 1994,Bani Peravia DO,Signed by the Toronto Blue Jays as an amateur free agent in 2011.,,,Dawel Leoner
133,Kazuhisa Makita\makitka01,33.140,Mar 30,Sep 29 2018,1,SDP,-0.4,5-10,181,R,R,Nov 10 1984,Yaizu Shizuoka JP,Signed as a Free Agent with the San Diego Padres in 2018.,Heisei Kokusai University (Japan),Seisei Kogyo HS (Japan),Kazuhisa
134,Brandon Mann\mannbr01,33.362,May 13,Sep 29 2018,/1,TEX,0.0,6-2,200,L,L,May 16 1984,Tacoma WA US,Drafted by the Tampa Bay Devil Rays in the 27th round of the 2002 amateur draft. Player signed July 7 2002.,,Mount Rainier HS (Des Moines WA),Brandon Michael
135,Nick Martini\martini02,27.344,Jun 6,,7H/89,OAK,1.2,5-11,205,L,L,Jun 27 1990,Crystal Lake IL US,Drafted by the St. Louis Cardinals in the 7th round of the 2011 amateur draft. Player signed June 12 2011.,Kansas State University (Manhattan KS),,Nicholas Scott
136,Adam McCreery\mccread01,25.221,Aug 9,Aug 9 2018,/1,ATL,-0.1,6-9,250,L,L,Dec 31 1992,La Verne CA US,Drafted by the Los Angeles Angels of Anaheim in the 22nd round of the 2014 amateur draft. Player signed June 17 2014.,Arizona State University (Tempe AZ) Azusa Pacific University (Azusa CA),Bonita HS (La Verne CA),Adam Glenn
137,Kyle McGowin\mcgowky01,26.282,Sep 5,,/1,WSN,-0.5,6-3,195,R,R,Nov 27 1991,Southampton NY US,Drafted by the Los Angeles Angels of Anaheim in the 5th round of the 2013 amateur draft. Player signed June 22 2013.,Savannah State University (Savannah GA),Pierson HS (Sag Harbor NY),Kyle Keston
138,Reese McGuire\mcguire01,23.188,Sep 6,,2/H,TOR,1.2,6-0,215,L,R,Mar 2 1995,Seattle WA US,Drafted by the Pittsburgh Pirates in the 1st round (14th pick) of the 2013 amateur draft. Player signed June 18 2013.,,Kentwood HS (Covington WA),Reese Jackson
139,Billy McKinney\mckinbi01,23.219,Mar 30,,/7,NYY,0.2,6-1,205,L,L,Aug 23 1994,Dallas TX US,Drafted by the Oakland Athletics in the 1st round (24th pick) of the 2013 amateur draft. Player signed June 14 2013.,,Plano West Senior HS (Plano TX),William Landis
140,Jeff McNeil\mcneije01,26.107,Jul 24,,4/H5,NYM,7.9,6-1,195,L,R,Apr 8 1992,Santa Barbara CA US,Drafted by the New York Mets in the 12th round of the 2013 amateur draft. Player signed June 11 2013.,California State University Long Beach (Long Beach CA),Nipomo HS (Nipomo CA),Jeff
141,Alex McRae\mcraeal01,25.117,Aug 1,,/1,PIT,-1.0,6-2,220,R,R,Apr 6 1993,West Allis WI US,Drafted by the Pittsburgh Pirates in the 10th round of the 2014 amateur draft. Player signed June 10 2014.,Jacksonville University (Jacksonville FL),Eisenhower HS (New Berlin WI),Alex James
142,Austin Meadows\meadoau01,23.015,May 18,,897H,PIT,3.7,6-3,220,L,L,May 3 1995,Atlanta GA US,Drafted by the Pittsburgh Pirates in the 1st round (9th pick) of the 2013 amateur draft. Player signed June 28 2013.,,Grayson HS (Loganville GA),Austin Wade
143,John Means\meansjo01,25.155,Sep 26,,/1,BAL,4.8,6-3,230,L,L,Apr 24 1993,Olathe KS US,Drafted by the Baltimore Orioles in the 11th round of the 2014 amateur draft. Player signed June 18 2014.,Fort Scott Community College (Fort Scott KS) West Virginia University (Morgantown WV),Gardner-Edgerton HS (Gardner KS),John Alan
144,Ryan Meisinger\meisiry01,24.056,Jun 29,Sep 28 2018,1,BAL,-0.1,6-4,235,R,R,May 4 1994,Prince Frederick MD US,Drafted by the Baltimore Orioles in the 11th round of the 2015 amateur draft. Player signed June 17 2015.,Radford University (Radford VA),Northern HS (Owings MD),Ryan Thomas
145,Ben Meyer\meyerbe02,25.128,Jun 7,Sep 25 2018,1,MIA,-0.8,6-6,203,L,R,Jan 30 1993,Minneapolis MN US,Drafted by the Miami Marlins in the 29th round of the 2015 amateur draft. Player signed June 14 2015.,University of Minnesota (Minneapolis MN),Totino-Grace HS (Findlay MN),Benjamin K.
146,Osmer Morales\moralos01,25.290,Aug 16,Aug 16 2018,/1,LAA,0.1,6-3,196,R,R,Oct 30 1992,Villa de Cura Aragua VE,Signed by the Seattle Mariners as an amateur free agent in 2009.,,,Osmer Eduardo
147,Cedric Mullins\mullice01,23.313,Aug 10,,8/7H,BAL,-0.9,5-8,175,B,L,Oct 1 1994,Greensboro NC US,Drafted by the Baltimore Orioles in the 13th round of the 2015 amateur draft. Player signed June 18 2015.,Campbell University (Buies Creek NC) Louisburg College (Louisburg NC),,Boyce Cedric
148,Yairo Munoz\munozya01,23.065,Mar 29,,645H9/78,STL,-0.1,6-1,201,R,R,Jan 23 1995,Nagua Sanchez DO,Signed by the Oakland Athletics as an amateur free agent in 2012.,,,Yairo
149,Harrison Musgrave\musgrha01,26.051,Apr 23,,1,COL,0.7,6-1,206,L,L,Mar 3 1992,Morgantown WV US,Drafted by the Colorado Rockies in the 8th round of the 2014 amateur draft. Player signed June 10 2014.,West Virginia University (Morgantown WV),Bridgeport HS (Bridgeport WV),Harrison Scott
150,Jake Newberry\newbeja01,23.273,Aug 20,,1,KCR,0.4,6-2,195,R,R,Nov 20 1994,San Diego CA US,Drafted by the Kansas City Royals in the 37th round of the 2012 amateur draft. Player signed June 11 2012.,,Mira Mesa HS (San Diego CA),Christopher Jake
151,Kevin Newman\newmake01,25.012,Aug 16,,6/4H,PIT,2.2,6-0,200,R,R,Aug 4 1993,Poway CA US,Drafted by the Pittsburgh Pirates in the 1st round (19th pick) of the 2015 amateur draft. Player signed June 15 2015.,University of Arizona (Tucson AZ),Poway HS (Poway CA),Kevin Bradley
152,Jacob Nix\nixja02,22.213,Aug 10,Sep 29 2018,/1,SDP,-1.1,6-4,220,R,R,Jan 9 1996,Los Alamitos CA US,Drafted by the San Diego Padres in the 3rd round of the 2015 amateur draft. Player signed June 13 2015.,,IMG Academy (Bradenton FL) Los Alamitos HS (Los Alamitos CA),Jacob James
153,James Norwood\norwoja01,24.199,Jul 11,,1,CHC,-0.1,6-2,215,R,R,Dec 24 1993,New York NY US,Drafted by the Chicago Cubs in the 7th round of the 2014 amateur draft. Player signed June 18 2014.,St. Louis University (St. Louis MO),,James Krittipum
154,Jacob Nottingham\nottija01,23.013,Apr 16,,/2H,MIL,0.3,6-2,230,R,R,Apr 3 1995,Redlands CA US,Drafted by the Houston Astros in the 6th round of the 2013 amateur draft. Player signed June 14 2013.,,Redlands HS (Redlands CA),Jacob Andrew
155,Ryan O'Hearn\ohearry01,25.005,Jul 31,,3D/H7,KCR,-0.7,6-3,220,L,L,Jul 26 1993,Dunedin FL US,Drafted by the Kansas City Royals in the 8th round of the 2014 amateur draft. Player signed June 8 2014.,Sam Houston State University (Huntsville TX),,Ryan Patrick
156,Tyler O'Neill\oneilty01,22.301,Apr 19,,H97/8,STL,1.5,5-11,210,R,R,Jun 22 1995,Burnaby BC CA,Drafted by the Seattle Mariners in the 3rd round of the 2013 amateur draft. Player signed June 11 2013.,,Garibaldi SS (Maple Ridge BC),Tyler Alan
157,Trevor Oaks\oakstr01,25.033,Apr 28,Jul 4 2018,/1,KCR,-0.2,6-3,249,R,R,Mar 26 1993,Riverside CA US,Drafted by the Los Angeles Dodgers in the 7th round of the 2014 amateur draft. Player signed June 16 2014.,California Baptist University (Riverside CA),Woodcrest Christian HS (Riverside CA),Trevor Scott
158,Shohei Ohtani\ohtansh01,23.267,Mar 29,,DH1,LAA,6.5,6-4,210,L,R,Jul 5 1994,Oshu Iwate JP,Signed as a Free Agent with the Los Angeles Angels in 2017.,,Hanamaki Higashi (Iwate Japan),Shohei
159,Nate Orf\orfna01,28.151,Jul 2,Jul 23 2018,H/4659,MIL,0.0,5-9,180,R,R,Feb 1 1990,St. Charles MO US,Signed by the Milwaukee Brewers as an amateur free agent in 2013.,Baylor University (Waco TX),,Nathan
160,Luis Ortiz\ortizlu02,22.350,Sep 7,,/1,BAL,-0.4,6-3,230,R,R,Sep 22 1995,Sanger CA US,Drafted by the Texas Rangers in the 1st round (30th pick) of the 2014 amateur draft. Player signed June 11 2014.,,Sanger HS (Sanger CA),Luis Francisco
161,Corey Oswalt\oswalco01,24.234,Apr 25,,1,NYM,-1.0,6-5,250,R,R,Sep 3 1993,San Diego CA US,Drafted by the New York Mets in the 7th round of the 2012 amateur draft. Player signed June 13 2012.,,Madison HS (San Diego CA),Corey Edward
162,Daniel Palka\palkada01,26.179,Apr 25,,D97H,CHW,-0.9,6-2,220,L,L,Oct 28 1991,Greenville SC US,Drafted by the Arizona Diamondbacks in the 3rd round of the 2013 amateur draft. Player signed June 9 2013.,Georgia Institute of Technology (Atlanta GA),Greer HS (Greer SC),Daniel Bennett
163,Thomas Pannone\pannoth01,24.104,Aug 10,,1,TOR,0.5,6-0,200,L,L,Apr 28 1994,Cranston RI US,Drafted by the Cleveland Indians in the 9th round of the 2013 amateur draft.,College of Southern Nevada (Henderson NV),Bishop Hendricken HS (Warwick RI),Thomas Edward
164,Wes Parsons\parsowe01,25.337,Aug 9,,/1,ATL,-0.1,6-5,204,R,R,Sep 6 1992,Clarksville TN US,Signed by the Atlanta Braves as an amateur free agent in 2012.,Jackson State Community College (Jackson TN),Clarksville HS (Clarksville TN),Arthur Wesley
165,CD Pelham\pelhacd01,23.196,Sep 5,Sep 28 2018,1,TEX,-0.1,6-6,235,R,L,Feb 21 1995,Lancaster SC US,Drafted by the Texas Rangers in the 33rd round of the 2015 amateur draft. Player signed June 15 2015.,Spartanburg Methodist College (Spartanburg SC),Lancaster HS (Lancaster SC),Christian Devont'a
166,Freddy Peralta\peralfr01,21.343,May 13,,1,MIL,-0.7,5-11,199,R,R,Jun 4 1996,Moca Espaillat DO,Signed by the Seattle Mariners as an amateur free agent in 2013.,,,Freddy
167,Cionel Pérez\perezci01,22.081,Jul 11,,/1,HOU,-0.4,5-11,170,L,L,Apr 21 1996,La Habana La Habana CU,Signed by the Houston Astros as an amateur free agent in 2016.,,,Cionel Felix
168,Michael Perez\perezmi03,25.353,Jul 26,,2/H,TBR,0.8,5-10,195,L,R,Aug 7 1992,Catano PR,Drafted by the Arizona Diamondbacks in the 5th round of the 2011 amateur draft. Player signed August 14 2011.,,Colegio Vocacional Para Adultos (San Juan Puerto Rico) Francisco Oller (Catano Puerto Rico),Michael
169,Dustin Peterson\peterdu01,23.260,May 28,,/H,ATL,-0.6,6-2,210,R,R,Sep 10 1994,Phoenix AZ US,Drafted by the San Diego Padres in the 2nd round of the 2013 amateur draft. Player signed June 15 2013.,,Gilbert HS (Gilbert AZ),Dustin Allen
170,Tim Peterson\peterti01,27.097,May 30,,1,NYM,-0.3,6-1,215,R,R,Feb 22 1991,Tacoma WA US,Drafted by the New York Mets in the 20th round of the 2012 amateur draft. Player signed June 11 2012.,University of Kentucky (Lexington KY),Emerald Ridge HS (Puyallup WA),Timothy Louis
171,Evan Phillips\phillev01,23.295,Jul 3,,/1,ATL,-0.8,6-2,215,R,R,Sep 11 1994,Salisbury MD US,Drafted by the Atlanta Braves in the 17th round of the 2015 amateur draft. Player signed June 12 2015.,University of North Carolina at Wilmington (Wilmington NC),Clayton HS (Clayton NC),Evan John
172,Daniel Ponce de Leon\ponceda01,26.188,Jul 23,,1/H,STL,1.3,6-3,200,R,R,Jan 16 1992,Anaheim CA US,Drafted by the St. Louis Cardinals in the 9th round of the 2014 amateur draft. Player signed June 10 2014.,Cypress College (Cypress CA) Embry-Riddle Aeronautical University (Daytona Beach FL) University of Arizona (Tucson AZ) University of Houston (Houston TX),La Mirada HS (La Mirada CA),Daniel Robert
173,Bobby Poyner\poynebo01,25.120,Mar 31,,1,BOS,0.4,6-0,220,L,L,Dec 1 1992,West Palm Beach FL US,Drafted by the Boston Red Sox in the 14th round of the 2015 amateur draft. Player signed June 30 2015.,University of Florida (Gainesville FL),Palm Beach Central HS (Wellington FL),Robert William
174,Tanner Rainey\raineta01,25.106,Apr 10,,/1,CIN,-0.4,6-2,235,R,R,Dec 25 1992,Folsom LA US,Drafted by the Cincinnati Reds in the 2nd round of the 2015 amateur draft. Player signed June 16 2015.,Southeastern Louisiana University (Hammond LA) University of West Alabama (Livingston AL),St. Paul's School (Covington LA),Tanner Scott
175,Yefry Ramirez\ramirye01,24.197,Jun 13,,1,BAL,-0.4,6-2,215,R,R,Nov 28 1993,Santo Domingo Distrito Nacional DO,Signed by the Arizona Diamondbacks as an amateur free agent in 2011.,,,Yefry
176,Sean Reid-Foley\reidfse01,22.348,Aug 13,,/1,TOR,-0.1,6-3,220,R,R,Aug 30 1995,Agana Heights GU,Drafted by the Toronto Blue Jays in the 2nd round of the 2014 amateur draft. Player signed June 10 2014.,,Sandalwood HS (Jacksonville FL),Sean Ian
177,Franmil Reyes\reyesfr01,22.311,May 14,,9H,SDP,1.9,6-5,275,R,R,Jul 7 1995,Sabana Grande de Palenque San Cristobal DO,Signed by the San Diego Padres as an amateur free agent in 2011.,,,Franmil Federico
178,Jesus Reyes\reyesje01,25.164,Aug 4,Sep 28 2018,/1,CIN,0.0,6-2,180,R,R,Feb 21 1993,Santo Domingo Distrito Nacional DO,Signed by the Cincinnati Reds as an amateur free agent in 2014.,ASA College (Brooklyn NY),,Jesus Enmanuel
179,Pablo Reyes\reyespa01,24.362,Sep 2,,/97H54,PIT,-0.8,5-8,175,R,R,Sep 5 1993,Santo Domingo Distrito Nacional DO,Signed by the Pittsburgh Pirates as an amateur free agent in 2012.,,,Pablo
180,Victor Reyes\reyesvi01,23.178,Apr 1,,H7D8/9,DET,0.4,6-5,215,B,R,Oct 5 1994,Barcelona Anzoategui VE,Signed by the Atlanta Braves as an amateur free agent in 2011.,,,Victor Jose
181,Trevor Richards\richatr01,24.322,Apr 2,,1,MIA,2.5,6-2,190,R,R,May 15 1993,Aviston IL US,Signed as a Free Agent with the Miami Marlins in 2016.,Drury University (Springfield MO),,Trevor Michael
182,Dereck Rodriguez\rodride01,25.358,May 29,,1,SFG,0.9,6-1,215,R,R,Jun 5 1992,Arlington TX US,Drafted by the Minnesota Twins in the 6th round of the 2011 amateur draft. Player signed June 23 2011.,,Monsignor Edward Pace HS (Miami Gardens FL),Ivan Dereck
183,Jefry Rodriguez\rodrije01,24.312,Jun 3,,1,WSN,-0.1,6-6,232,R,R,Jul 26 1993,Bajos de Haina San Cristobal DO,Signed by the Washington Nationals as an amateur free agent in 2012.,,,Jefry Osvaldo
184,Ronny Rodriguez\rodriro03,26.044,May 31,,6453/HD9,DET,-2.0,6-0,200,R,R,Apr 17 1992,Santiago Santiago DO,Signed by the Cleveland Indians as an amateur free agent in 2010.,,,Ronny
185,Josh Rogers\rogerjo01,24.049,Aug 28,,/1,BAL,-0.5,6-3,220,L,L,Jul 10 1994,New Albany IN US,Drafted by the New York Yankees in the 11th round of the 2015 amateur draft. Player signed July 14 2015.,University of Louisville (Louisville KY),New Albany HS (New Albany IN),Joshua Cole
186,Fernando Romero\romerfe01,23.129,May 2,,1,MIN,0.0,6-0,215,R,R,Dec 24 1994,San Juan de la Maguana San Juan DO,Signed by the Minnesota Twins as an amateur free agent in 2011.,,,Fernando Ernesto
187,Connor Sadzeck\sadzeco01,26.335,Sep 1,,1,TEX,0.8,6-7,240,R,R,Oct 1 1991,Crystal Lake IL US,Drafted by the Texas Rangers in the 11th round of the 2011 amateur draft. Player signed August 3 2011.,Howard College (Big Spring TX),Crystal Lake Central HS (Crystal Lake IL),Connor William
188,Dennis Santana\santade01,22.050,Jun 1,,/1H,LAD,-0.2,6-2,190,R,R,Apr 12 1996,San Pedro de Macoris San Pedro de Macoris DO,Signed by the Los Angeles Dodgers as an amateur free agent in 2013.,,,Dennis Anfernee
189,Jaime Schultz\schulja02,26.343,May 29,,1,TBR,-0.4,5-10,205,R,R,Jun 20 1991,Albany NY US,Drafted by the Tampa Bay Rays in the 14th round of the 2013 amateur draft. Player signed June 12 2013.,High Point University (High Point NC),Maple Hill HS (Castleton-on-Hudson NY),Jaime Matthew
190,Justin Shafer\shafeju01,25.335,Aug 19,,/1,TOR,0.5,6-2,195,R,R,Sep 18 1992,Lake Wales FL US,Drafted by the Toronto Blue Jays in the 8th round of the 2014 amateur draft. Player signed June 7 2014.,University of Florida (Gainesville FL),Lake Wales HS (Lake Wales FL),Justin Healy
191,Chris Shaw\shawch01,24.315,Aug 31,,7/H,SFG,-0.8,6-3,226,L,R,Oct 20 1993,Stoneham MA US,Drafted by the San Francisco Giants in the 1st round (31st pick) of the 2015 amateur draft. Player signed June 15 2015.,Boston College (Chestnut Hill MA),Lexington HS (Lexington MA),Christopher James
192,Justus Sheffield\sheffju01,22.129,Sep 19,,/1,NYY,0.1,6-0,200,L,L,May 13 1996,Tullahoma TN US,Drafted by the Cleveland Indians in the 1st round (31st pick) of the 2014 amateur draft. Player signed June 13 2014.,,Tullahoma HS (Tullahoma TN),Justus Kane
193,Matt Skole\skolema01,28.302,May 28,,/D3,CHW,-0.6,6-4,220,L,R,Jul 30 1989,Woodstock GA US,Drafted by the Washington Nationals in the 5th round of the 2011 amateur draft. Player signed June 12 2011.,Georgia Institute of Technology (Atlanta GA),Blessed Trinity HS (Roswell GA),Matthew Thomas
194,Drew Smith\smithdr01,24.272,Jun 23,Sep 29 2018,1,NYM,0.5,6-2,190,R,R,Sep 24 1993,Fort Worth TX US,Drafted by the Detroit Tigers in the 3rd round of the 2015 amateur draft. Player signed June 18 2015.,Dallas Baptist University (Dallas TX),Crowley HS (Crowley TX),Andrew David
195,Murphy Smith\smithmu01,31.002,Aug 27,Aug 31 2018,/1,TOR,-0.1,6-3,210,R,R,Aug 25 1987,Nashua NH US,Drafted by the Oakland Athletics in the 13th round of the 2009 amateur draft. Player signed June 14 2009.,State University of New York at Binghamton (Binghamton NY),Shenendehowa HS (Clifton Park NY),Murphy
196,D.J. Snelten\sneltdj01,25.334,Apr 28,May 7 2018,/1,SFG,-0.3,6-6,240,L,L,May 29 1992,Ingleside IL US,Drafted by the San Francisco Giants in the 9th round of the 2013 amateur draft. Player signed June 18 2013.,University of Minnesota (Minneapolis MN),Lakes Community HS (Antioch IL),Donald Marek
197,Chad Sobotka\sobotch01,25.031,Aug 10,,1,ATL,-0.1,6-7,225,R,R,Jul 10 1993,Sarasota FL US,Drafted by the Atlanta Braves in the 4th round of the 2014 amateur draft. Player signed June 10 2014.,University of South Carolina Upstate (Spartanburg SC),Riverview HS (Sarasota FL),Chad Nicholas
198,Mike Soroka\sorokmi01,20.270,May 1,,/1,ATL,5.4,6-5,225,R,R,Aug 4 1997,Calgary AB CA,Drafted by the Atlanta Braves in the 1st round (28th pick) of the 2015 amateur draft. Player signed June 26 2015.,,Bishop Carroll HS (Calgary AB),Michael John Graydon
199,Edmundo Sosa\sosaed01,22.201,Sep 23,,/H4,STL,0.0,5-11,210,R,R,Mar 6 1996,Panama Panama PA,Signed by the St. Louis Cardinals as an amateur free agent in 2012.,,,Edmundo Israel
