Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name
103,Taylor Hearn\hearnta01,24.238,Apr 25,,/1,TEX,-0.3,6-5,210,L,L,Aug 30 1994,Royse City TX US,Drafted by the Washington Nationals in the 5th round of the 2015 amateur draft. Player signed June 16 2015.,Oklahoma Baptist University (Shawnee OK) San Jacinto College North Campus (Houston TX),Royse City HS (Royse City TX),Taylor Lynn
104,Scott Heineman\heinesc01,26.241,Aug 2,,/8973,TEX,-0.1,6-1,215,R,R,Dec 4 1992,Pacific Palisades CA US,Drafted by the Texas Rangers in the 11th round of the 2015 amateur draft. Player signed June 24 2015.,University of Oregon (Eugene OR),Crespi Carmelite HS (Encino CA),Scott Matthew
105,Tyler Heineman\heinety01,28.077,Sep 4,,/H2,MIA,0.1,5-11,205,B,R,Jun 19 1991,Pacific Palisades CA US,Drafted by the Houston Astros in the 8th round of the 2012 amateur draft. Player signed June 22 2012.,University of California Los Angeles (Los Angeles CA),Windward School (Los Angeles CA),Tyler Andrew
106,Ryan Helsley\helslry01,24.272,Apr 16,,1,STL,0.6,6-1,230,R,R,Jul 18 1994,Tahlequah OK US,Drafted by the St. Louis Cardinals in the 5th round of the 2015 amateur draft. Player signed June 15 2015.,Northeastern State University (Tahlequah OK),,Ryan Dalton
107,Jimmy Herget\hergeji01,25.301,Jul 7,,/1,CIN,0.1,6-3,170,R,R,Sep 9 1993,Tampa FL US,Drafted by the Cincinnati Reds in the 6th round of the 2015 amateur draft. Player signed June 12 2015.,University of South Florida (Tampa FL),Jefferson HS (Tampa FL),Jimmy Matthew
108,Darwinzon Hernandez\hernada02,22.127,Apr 23,,1,BOS,0.2,6-2,245,L,L,Dec 17 1996,Ciudad Bolivar Bolivar VE,Signed by the Boston Red Sox as an amateur free agent in 2013.,,,Darwinzon David
109,Jonathan Hernandez\hernajo02,23.046,Aug 21,,/1,TEX,0.3,6-2,175,R,R,Jul 6 1996,Memphis TN US,Signed by the Texas Rangers as an amateur free agent in 2013.,,,Jonathan
110,Sam Hilliard\hillisa01,25.187,Aug 27,,8/H97,COL,0.6,6-5,238,L,L,Feb 21 1994,Mansfield TX US,Drafted by the Colorado Rockies in the 15th round of the 2015 amateur draft. Player signed June 13 2015.,Crowder College (Neosho MO) Wichita State University (Wichita KS),Mansfield HS (Mansfield TX),Samuel Beauman
111,Keston Hiura\hiurake01,22.285,May 14,,4/H,MIL,2.0,5-11,202,R,R,Aug 2 1996,Valencia CA US,Drafted by the Milwaukee Brewers in the 1st round (9th pick) of the 2017 amateur draft. Player signed June 21 2017.,University of California Irvine (Irvine CA),Valencia HS (Valencia CA),Keston Wee Hing Natsuo
112,Nico Hoerner\hoernni01,22.119,Sep 9,,6/48H,CHC,0.1,5-11,200,R,R,May 13 1997,Oakland CA US,Drafted by the Chicago Cubs in the 1st round (24th pick) of the 2018 amateur draft. Player signed June 19 2018.,Stanford University (Palo Alto CA),Head-Royce HS (Oakland CA),Nicholas Mackie
113,Wei-Chieh Huang\huangwe01,25.209,Apr 23,,/1,TEX,-0.1,6-1,170,R,R,Sep 26 1993,Taitung TW,Signed by the Arizona Diamondbacks as an amateur free agent in 2014.,,,Wei-Chieh
114,Danny Hultzen\hultzda01,29.284,Sep 8,,/1,CHC,0.2,6-3,210,L,L,Nov 28 1989,Bethesda MD US,Drafted by the Seattle Mariners in the 1st round (2nd pick) of the 2011 amateur draft. Player signed August 15 2011.,University of Virginia (Charlottesville VA),St. Albans School (Washington DC),Daniel Alexander
115,Cole Irvin\irvinco01,25.101,May 12,,1,PHI,-0.2,6-4,217,L,L,Jan 31 1994,Anaheim CA US,Drafted by the Philadelphia Phillies in the 5th round of the 2016 amateur draft. Player signed June 23 2016.,University of Oregon (Eugene OR),Servite HS (Anaheim CA),Cole R.
116,Alex Jackson\jacksal02,23.103,Apr 7,,/2,ATL,-0.3,6-2,215,R,R,Dec 25 1995,San Diego CA US,Drafted by the Seattle Mariners in the 1st round (6th pick) of the 2014 amateur draft. Player signed June 23 2014.,,Rancho Bernardo HS (San Diego CA),Alex J.
117,Drew Jackson\jacksdr01,25.243,Mar 28,,/8H7,BAL,0.0,6-2,200,R,R,Jul 28 1993,Berkeley CA US,Drafted by the Seattle Mariners in the 5th round of the 2015 amateur draft. Player signed June 16 2015.,Stanford University (Palo Alto CA),Miramonte HS (Orinda CA),Drew Hamilton
118,Eduardo Jimenez\jimened01,24.033,May 7,,/1,DET,0.1,6-2,225,R,R,Apr 4 1995,Araya Sucre VE,Signed by the Detroit Tigers as an amateur free agent in 2011.,,,Eduardo Rafael
119,Eloy Jimenez\jimenel02,22.121,Mar 28,,*7/D,CHW,1.5,6-4,235,R,R,Nov 27 1996,Santo Domingo Centro DO,Signed by the Chicago Cubs as an amateur free agent in 2013.,,,Eloy Arturo
120,Connor Joe\joeco01,26.224,Mar 28,,/7H,SFG,-0.1,6-0,205,R,R,Aug 16 1992,San Diego CA US,Drafted by the Pittsburgh Pirates in the 1st round (39th pick) of the 2014 amateur draft. Player signed June 16 2014.,University of San Diego (San Diego CA),Poway HS (Poway CA),Connor Kok-Wy
121,James Karinchak\karinja01,23.357,Sep 14,,/1,CLE,0.1,6-3,230,R,R,Sep 22 1995,Newburg NY US,Drafted by the Cleveland Indians in the 9th round of the 2017 amateur draft. Player signed June 22 2017.,Bryant University (Smithfield RI),,James Stephen
122,Anthony Kay\kayan01,24.170,Sep 7,,/1,TOR,0.1,6-0,218,L,L,Mar 21 1995,Stony Brook NY US,Drafted by the New York Mets in the 1st round (31st pick) of the 2016 amateur draft. Player signed July 13 2016.,University of Connecticut (Storrs CT),Ward Melville HS (East Setauket NY),Anthony Benjamin
123,Kyle Keller\kelleky01,26.098,Aug 4,,1,MIA,0.2,6-4,200,R,R,Apr 28 1993,Metairie LA US,Drafted by the Miami Marlins in the 18th round of the 2015 amateur draft. Player signed June 14 2015.,Southeastern Louisiana University (Hammond LA),Jesuit HS (New Orleans LA),Kyle Robert
124,Mitch Keller\kellemi03,23.053,May 27,,1,PIT,-1.0,6-2,210,R,R,Apr 4 1996,Cedar Rapids IA US,Drafted by the Pittsburgh Pirates in the 2nd round of the 2014 amateur draft. Player signed June 13 2014.,,Xavier HS (Cedar Rapids IA),Mitch Thomas
125,Trevor Kelley\kelletr01,25.255,Jul 2,,1,BOS,-0.3,6-2,210,R,R,Oct 20 1993,Providence RI US,Drafted by the Boston Red Sox in the 36th round of the 2015 amateur draft. Player signed June 19 2015.,University of North Carolina at Chapel Hill (Chapel Hill NC),,Trevor Michael
126,Merrill Kelly\kellyme01,30.169,Apr 1,,1,ARI,0.4,6-2,210,R,R,Oct 14 1988,Houston TX US,Drafted by the Tampa Bay Rays in the 8th round of the 2010 amateur draft. Player signed June 26 2010.,Arizona State University (Tempe AZ) Yavapai College (Prescott AZ),Desert Mountain HS (Scottsdale AZ),Kenneth Merrill
127,Carter Kieboom\kieboca01,21.235,Apr 26,,6/H,WSN,-1.0,6-2,210,R,R,Sep 3 1997,Marietta GA US,Drafted by the Washington Nationals in the 1st round (28th pick) of the 2016 amateur draft. Player signed June 16 2016.,,Walton HS (Marietta GA),Carter Alswinn
128,Yusei Kikuchi\kikucyu01,27.277,Mar 21,,1,SEA,0.6,6-0,194,L,L,Jun 17 1991,Morioka Iwate JP,Signed as a Free Agent with the Seattle Mariners in 2019.,,Hanamaki Higashi HS (Japan),Yusei
129,Mike King\kingmi01,24.125,Sep 27,,/1,NYY,0.0,6-3,210,R,R,May 25 1995,Rochester NY US,Drafted by the Miami Marlins in the 12th round of the 2016 amateur draft. Player signed June 20 2016.,Boston College (Chestnut Hill MA),Bishop Hendricken HS (Warwick RI),Michael McRae
130,Branden Kline\klinebr01,27.203,Apr 20,,1,BAL,0.0,6-3,210,R,R,Sep 29 1991,Frederick MD US,Drafted by the Baltimore Orioles in the 2nd round of the 2012 amateur draft. Player signed July 9 2012.,University of Virginia (Charlottesville VA),Governor Thomas Johnson HS (Frederick MD),Branden Alexander
131,Andrew Knizner\kniznan01,24.119,Jun 2,,2/H3,STL,0.2,6-1,225,R,R,Feb 3 1995,Glen Allen VA US,Drafted by the St. Louis Cardinals in the 7th round of the 2016 amateur draft. Player signed June 18 2016.,North Carolina State University (Raleigh NC),,Andrew Robert
132,Joel Kuhnel\kuhnejo01,24.178,Aug 16,,1,CIN,0.0,6-5,280,R,R,Feb 19 1995,Goldsboro NC US,Drafted by the Cincinnati Reds in the 11th round of the 2016 amateur draft. Player signed June 20 2016.,University of Texas at Arlington (Arlington TX),Sunrise Mountain HS (Peoria AZ),Joel Kenneth
133,Brady Lail\lailbr01,26.003,Aug 12,,/1,NYY,-0.2,6-2,205,R,R,Aug 9 1993,South Jordan UT US,Drafted by the New York Yankees in the 18th round of the 2012 amateur draft. Player signed July 6 2012.,,Bingham HS (South Jordan UT),Brady Joe
134,Travis Lakins\lakintr01,24.298,Apr 23,,1,BOS,0.4,6-1,215,R,R,Jun 29 1994,Middletown OH US,Drafted by the Boston Red Sox in the 6th round of the 2015 amateur draft. Player signed July 14 2015.,The Ohio State University (Columbus OH),,Travis Clay
135,Peter Lambert\lambepe01,22.049,Jun 6,,1/H,COL,-0.1,6-2,208,R,R,Apr 18 1997,San Dimas CA US,Drafted by the Colorado Rockies in the 2nd round of the 2015 amateur draft. Player signed June 25 2015.,,San Dimas HS (San Dimas CA),Peter Joseph
136,Kyle Lewis\lewisky01,24.059,Sep 10,,9/8H,SEA,0.3,6-4,210,R,R,Jul 13 1995,Snellville GA US,Drafted by the Seattle Mariners in the 1st round (11th pick) of the 2016 amateur draft. Player signed June 11 2016.,Mercer University (Macon GA),Shiloh HS (Snellville GA),Kyle Alexander
137,Domingo Leyba\leybado01,23.284,Jun 22,,H/465,ARI,0.2,5-11,200,B,R,Sep 11 1995,Santo Domingo Distrito Nacional DO,Signed by the Detroit Tigers as an amateur free agent in 2012.,,,Domingo Junior
138,Shed Long\longsh01,23.262,May 11,,47/H5D,SEA,-0.1,5-8,184,L,R,Aug 22 1995,Birmingham AL US,Drafted by the Cincinnati Reds in the 12th round of the 2013 amateur draft. Player signed June 12 2013.,,Jacksonville HS (Jacksonville AL),Shedric Bernard
139,Tim Lopes\lopesti01,25.030,Jul 24,,7/H4D9,SEA,0.9,5-11,180,R,R,Jun 24 1994,Los Angeles CA US,Drafted by the Seattle Mariners in the 6th round of the 2012 amateur draft. Player signed June 12 2012.,,Edison HS (Huntington Beach CA),Timothy Aaron
140,Nicky Lopez\lopezni01,24.062,May 14,,46/HD,KCR,0.1,5-11,175,L,R,Mar 13 1995,Naperville IL US,Drafted by the Kansas City Royals in the 5th round of the 2016 amateur draft. Player signed June 15 2016.,Creighton University (Omaha NE),Central HS (Naperville IL),Nicholas
141,Richard Lovelady\lovelri01,23.276,Apr 9,,1,KCR,-0.3,6-0,175,L,L,Jul 7 1995,Hinesville GA US,Drafted by the Kansas City Royals in the 10th round of the 2016 amateur draft. Player signed June 15 2016.,Kennesaw State University (Kennesaw GA),,Richard Tyler
142,Nate Lowe\lowena01,23.296,Apr 29,,3DH/5,TBR,0.4,6-4,245,L,R,Jul 7 1995,Norfolk VA US,Drafted by the Tampa Bay Rays in the 13th round of the 2016 amateur draft. Player signed June 15 2016.,Mercer University (Macon GA) Mississippi State University (Mississippi State MS) St. Johns River Community College (Palatka FL),Pope HS (Marietta GA),David Nathaniel
143,Elvis Luciano\luciael01,19.044,Mar 31,,1,TOR,0.1,6-3,200,R,R,Feb 15 2000,Boca Chica Santo Domingo DO,Signed by the Arizona Diamondbacks as an amateur free agent in 2016.,,,Elvis Enmanuel
144,Gavin Lux\luxga01,21.283,Sep 2,,4/HD,LAD,0.6,6-2,190,L,R,Nov 23 1997,Kenosha WI US,Drafted by the Los Angeles Dodgers in the 1st round (20th pick) of the 2016 amateur draft. Player signed June 15 2016.,,Indian Trail HS (Kenosha WI),Gavin Thomas
145,Jesus Luzardo\luzarje01,21.346,Sep 11,,/1,OAK,0.6,6-0,209,L,L,Sep 30 1997,Lima Lima PE,Drafted by the Washington Nationals in the 3rd round of the 2016 amateur draft. Player signed June 20 2016.,,Stoneman-Douglas HS (Parkland FL),Jesus G.
146,Nick Margevicius\margeni01,22.285,Mar 30,,1,SDP,-0.8,6-5,220,L,L,Jun 18 1996,Cleveland OH US,Drafted by the San Diego Padres in the 7th round of the 2017 amateur draft. Player signed June 19 2017.,Rider University (Lawrenceville NJ),,Nicholas Phillip
147,Parker Markel\markepa01,28.239,May 12,,/1,SEA,-0.4,6-5,240,R,R,Sep 15 1990,Newport Beach CA US,Drafted by the Tampa Bay Rays in the 39th round of the 2010 amateur draft. Player signed July 24 2010.,Yavapai College (Prescott AZ),Mountain Ridge HS (Glendale AZ),Parker Michael
148,Brett Martin\martibr01,23.356,Apr 19,,1,TEX,0.6,6-4,190,L,L,Apr 28 1995,Morristown TN US,Drafted by the Texas Rangers in the 4th round of the 2014 amateur draft. Player signed June 10 2014.,Walters State Community College (Morristown TN),Morristown East HS (Morristown TN),Brett Ryan
149,Corbin Martin\martico02,23.135,May 12,,/1,HOU,-0.2,6-2,228,R,R,Dec 28 1995,Hempstead TX US,Drafted by the Houston Astros in the 2nd round of the 2017 amateur draft. Player signed June 28 2017.,Texas A&M University (College Station TX),Cypress Ranch HS (Cypress TX),Corbin Montgomery
150,Jason Martin\martija03,23.213,Apr 6,,7/H8,PIT,-0.3,5-9,185,L,R,Sep 5 1995,Corona CA US,Drafted by the Houston Astros in the 8th round of the 2013 amateur draft. Player signed June 12 2013.,,Orange Lutheran HS (Orange CA),Jason
151,Richie Martin\martiri01,24.096,Mar 28,,*6/HD,BAL,-1.3,5-11,190,R,R,Dec 22 1994,Detroit MI US,Drafted by the Oakland Athletics in the 1st round (20th pick) of the 2015 amateur draft. Player signed June 30 2015.,University of Florida (Gainesville FL),Bloomingdale HS (Valrico FL),Richard Allen
152,James Marvel\marveja01,25.356,Sep 8,,/1,PIT,-0.4,6-4,225,R,R,Sep 17 1993,San Francisco CA US,Drafted by the Pittsburgh Pirates in the 36th round of the 2015 amateur draft. Player signed July 13 2015.,Duke University (Durham NC),Campolindo HS (Moraga CA),James Michael
153,Dustin May\maydu01,21.330,Aug 2,,1,LAD,-0.2,6-6,180,R,R,Sep 6 1997,Justin TX US,Drafted by the Los Angeles Dodgers in the 3rd round of the 2016 amateur draft. Player signed June 20 2016.,,Northwest HS (Justin TX),Dustin Jake
154,Jack Mayfield\mayfija01,28.239,May 27,,6/4H5,HOU,0.1,5-11,190,R,R,Sep 30 1990,Del Rio TX US,Signed by the Houston Astros as an amateur free agent in 2013.,University of Oklahoma (Norman OK),,David Jack
155,Chris Mazza\mazzach01,29.255,Jun 29,,/1,NYM,0.0,6-4,180,R,R,Oct 17 1989,Walnut Creek CA US,Drafted by the Minnesota Twins in the 27th round of the 2011 amateur draft. Player signed August 14 2011.,Menlo College (Atherton CA),Clayton Valley HS (Concord CA),Christopher James
156,Ryan McBroom\mcbrory01,27.147,Sep 3,,9/3H7,KCR,0.0,6-3,235,R,L,Apr 9 1992,Fredericksburg VA US,Drafted by the Toronto Blue Jays in the 15th round of the 2014 amateur draft. Player signed June 11 2014.,West Virginia University (Morgantown WV),,Ryan P.
157,Reggie McClain\mcclare01,26.259,Aug 2,,1,SEA,0.0,6-2,180,R,R,Nov 16 1992,Duluth GA US,Drafted by the Seattle Mariners in the 13th round of the 2016 amateur draft. Player signed June 17 2016.,University of Missouri (Columbia MO),Northview HS (Johns Creek GA),Reginald Kristen
158,Brendan McKay\mckaybr01,23.193,Jun 29,,1/HD,TBR,-0.1,6-2,212,L,L,Dec 18 1995,Darlington PA US,Drafted by the Tampa Bay Rays in the 1st round (4th pick) of the 2017 amateur draft. Player signed June 27 2017.,University of Louisville (Louisville KY),Blackhawk HS (Beaver Falls PA),Brendan Joel
159,David McKay\mckayda02,24.050,May 20,,/1,SEA,0.1,6-3,205,R,R,Mar 31 1995,Melbourne FL US,Drafted by the Kansas City Royals in the 14th round of the 2016 amateur draft. Player signed June 17 2016.,Florida Atlantic University (Boca Raton FL),Viera HS (Melbourne FL),David
160,Erick Mejia\mejiaer01,24.300,Sep 5,,/8H46,KCR,0.0,5-11,155,B,R,Nov 9 1994,Villa Mella DO,Signed by the Seattle Mariners as an amateur free agent in 2012.,,,Erick Augusto
161,Seth Mejias-Brean\mejiase01,28.152,Sep 4,,/H365,SDP,0.4,6-2,216,R,R,Apr 5 1991,Tucson AZ US,Drafted by the Cincinnati Reds in the 8th round of the 2012 amateur draft. Player signed July 2 2012.,University of Arizona (Tucson AZ),Cienega HS (Vail AZ),Seth Wayne
162,Danny Mendick\mendida01,25.340,Sep 3,,/HD645,CHW,0.5,5-10,189,R,R,Sep 28 1993,Rochester NY US,Drafted by the Chicago White Sox in the 22nd round of the 2015 amateur draft. Player signed June 11 2015.,University of Massachusetts Lowell (Lowell MA),,Daniel
163,Conner Menez\menezco01,24.053,Jul 21,,/1H,SFG,0.0,6-3,205,L,L,May 29 1995,Hollister CA US,Drafted by the San Francisco Giants in the 14th round of the 2016 amateur draft. Player signed June 14 2016.,The Master's College (Santa Clarita CA),,Conner Scott
164,Oscar Mercado\mercaos01,24.149,May 14,,*87/H9D,CLE,2.5,6-2,197,R,R,Dec 16 1994,Cartagena Bolivar CO,Drafted by the St. Louis Cardinals in the 2nd round of the 2013 amateur draft. Player signed June 17 2013.,,Gaither HS (Tampa FL),Oscar Mauricio
165,Ian Miller\milleia01,27.195,Sep 4,,/879H,MIN,0.0,6-0,175,L,R,Feb 21 1992,Philadelphia PA US,Drafted by the Seattle Mariners in the 14th round of the 2013 amateur draft. Player signed June 11 2013.,Wagner College (Staten Island NY),Bishop Shanahan HS (Downingtown PA),Ian Andrew
166,Dylan Moore\mooredy01,26.230,Mar 20,,764H59/3D81,SEA,0.0,6-0,200,R,R,Aug 2 1992,Yorba Linda CA US,Drafted by the Texas Rangers in the 7th round of the 2015 amateur draft. Player signed June 10 2015.,Cypress College (Cypress CA) University of Central Florida (Orlando FL),El Dorado HS (Placentia CA),Dylan
167,Brian Moran\moranbr01,30.340,Sep 5,,1,MIA,0.1,6-4,230,L,L,Sep 30 1988,Port Chester NY US,Drafted by the Seattle Mariners in the 7th round of the 2009 amateur draft. Player signed July 1 2009.,University of North Carolina at Chapel Hill (Chapel Hill NC),Iona Prep HS (New Rochelle NY),Brian William
168,Adrián Morejón\morejad01,20.144,Jul 21,,/1,SDP,-0.3,6-0,224,L,L,Feb 27 1999,La Habana La Habana CU,Signed by the San Diego Padres as an amateur free agent in 2016.,,,Adrián
169,Andres Munoz\munozan01,20.177,Jul 12,,1,SDP,0.2,6-2,243,R,R,Jan 16 1999,Los Mochis Sinaloa MX,Signed by the San Diego Padres as an amateur free agent in 2015.,,,Andres Clemente
170,Sean Murphy\murphse01,24.335,Sep 4,,2/HD,OAK,0.6,6-3,232,R,R,Oct 4 1994,Peekskill NY US,Drafted by the Oakland Athletics in the 3rd round of the 2016 amateur draft. Player signed June 16 2016.,Wright State University (Dayton OH),Centerville HS (Centerville OH),Sean Michael
171,Josh Naylor\naylojo01,21.336,May 24,,79H/D,SDP,0.0,5-11,250,L,L,Jun 22 1997,Mississauga ON CA,Drafted by the Miami Marlins in the 1st round (12th pick) of the 2015 amateur draft. Player signed June 26 2015.,,St. Joan of Arc Catholic SS (Mississauga ON),Joshua-Douglas James
172,Sheldon Neuse\neusesh01,24.263,Aug 30,,4/5D,OAK,0.2,6-0,232,R,R,Dec 10 1994,Fort Worth TX US,Drafted by the Washington Nationals in the 2nd round of the 2016 amateur draft. Player signed June 18 2016.,University of Oklahoma (Norman OK),Fossil Ridge HS (Keller TX),Sheldon Lynn
173,Stephen Nogosek\nogosst01,24.159,Jun 19,,/1,NYM,-0.2,6-2,205,R,R,Jan 11 1995,Roseville CA US,Drafted by the Boston Red Sox in the 6th round of the 2016 amateur draft. Player signed June 18 2016.,University of Oregon (Eugene OR),,Stephen James
174,Austin Nola\nolaau01,29.170,Jun 16,,34/25H79,SEA,1.4,6-0,195,R,R,Dec 28 1989,Baton Rouge LA US,Drafted by the Miami Marlins in the 5th round of the 2012 amateur draft. Player signed June 12 2012.,Louisiana State University (Baton Rouge LA),Catholic HS (Baton Rouge LA),Austin Kyle
175,Jake Noll\nollja01,25.022,Mar 30,,/H35,WSN,-0.2,6-2,215,R,R,Mar 8 1994,Punta Gorda FL US,Drafted by the Washington Nationals in the 7th round of the 2016 amateur draft. Player signed June 16 2016.,Florida Gulf Coast University (Fort Myers FL),Charlotte HS (Punta Gorda FL),Jacob
176,Dom Nunez\nunezdo01,24.208,Aug 13,,2/H,COL,-0.2,6-0,212,L,R,Jan 17 1995,Elk Grove CA US,Drafted by the Colorado Rockies in the 6th round of the 2013 amateur draft. Player signed June 18 2013.,,Elk Grove HS (Elk Grove CA),Dominic Manuel
177,Brian O'Grady\ogradbr01,27.083,Aug 8,,H8/73D,CIN,0.0,6-2,215,L,R,May 17 1992,Warminster PA US,Drafted by the Cincinnati Reds in the 8th round of the 2014 amateur draft. Player signed June 8 2014.,Rutgers the State University of New Jersey (New Brunswick NJ),,Brian
178,Chris Paddack\paddach01,23.082,Mar 31,,1,SDP,2.7,6-4,217,R,R,Jan 8 1996,Austin TX US,Drafted by the Miami Marlins in the 8th round of the 2015 amateur draft. Player signed June 10 2015.,,Cedar Park HS (Cedar Park TX),Christopher Joseph
179,Joe Palumbo\palumjo01,24.225,Jun 8,,/1,TEX,-0.2,6-1,168,L,L,Oct 26 1994,Holbrook NY US,Drafted by the Texas Rangers in the 30th round of the 2013 amateur draft. Player signed June 13 2013.,,St. John the Baptist HS (West Islip NY),Joseph
180,Joel Payamps\payamjo01,25.136,Aug 21,,/1,ARI,0.0,6-2,225,R,R,Apr 7 1994,Santiago Santiago DO,Signed by the Colorado Rockies as an amateur free agent in 2010.,,,Joel Elias
181,Pedro Payano\payanpe01,24.282,Jul 6,,/1,TEX,-0.1,6-2,170,R,R,Sep 27 1994,New York NY US,Signed by the Texas Rangers as an amateur free agent in 2011.,,,Pedro Julio
182,Zach Plesac\plesaza01,24.127,May 28,,1,CLE,1.8,6-3,220,R,R,Jan 21 1995,Crown Point IN US,Drafted by the Cleveland Indians in the 12th round of the 2016 amateur draft. Player signed June 22 2016.,Ball State University (Muncie IN),,Zach Robert
183,Colin Poche\pocheco01,25.142,Jun 8,,1,TBR,0.0,6-3,235,L,L,Jan 17 1994,Flower Mound TX US,Drafted by the Arizona Diamondbacks in the 14th round of the 2016 amateur draft. Player signed June 13 2016.,Dallas Baptist University (Dallas TX) University of Arkansas (Fayetteville AR),Marcus HS (Flower Mound TX),Colin Michael
184,Sean Poppen\poppese01,25.096,Jun 19,,/1,MIN,-0.1,6-3,205,R,R,Mar 15 1994,Virginia Beach VA US,Drafted by the Minnesota Twins in the 19th round of the 2016 amateur draft. Player signed June 18 2016.,Harvard University (Cambridge MA),,Sean Russell
185,A.J. Puk\pukaj01,24.118,Aug 21,,1,OAK,0.2,6-7,238,L,L,Apr 25 1995,Minneapolis MN US,Drafted by the Oakland Athletics in the 1st round (6th pick) of the 2016 amateur draft. Player signed June 30 2016.,University of Florida (Gainesville FL),Washington HS (Cedar Rapids IA),Andrew Jacob
186,Cal Quantrill\quantca01,24.080,May 1,,1,SDP,0.4,6-3,208,L,R,Feb 10 1995,Port Hope ON CA,Drafted by the San Diego Padres in the 1st round (8th pick) of the 2016 amateur draft. Player signed June 13 2016.,Stanford University (Palo Alto CA),Trinity College School (Port Hope ON),Cal Paul
187,Jose Quijada\quijajo01,23.166,Apr 24,,1,MIA,-0.4,5-11,215,L,L,Nov 9 1995,Caripito VE,Signed by the Miami Marlins as an amateur free agent in 2013.,,,Jose Gregorio
188,Harold Ramirez\ramirha02,24.247,May 11,,*798H,MIA,0.3,5-10,232,R,R,Sep 6 1994,Cartagena Bolivar CO,Signed by the Pittsburgh Pirates as an amateur free agent in 2011.,,,Harold Andres
189,Nick Ramirez\ramirni01,29.283,May 11,,1,DET,0.9,6-3,240,L,L,Aug 1 1989,Anaheim Hills CA US,Drafted by the Milwaukee Brewers in the 4th round of the 2011 amateur draft. Player signed June 24 2011.,California State University Fullerton (Fullerton CA),Katella HS (Anaheim CA),Nicholas Randolph
190,Matt Ramsey\ramsema01,29.213,Apr 25,,/1,LAA,0.0,5-11,210,R,R,Sep 24 1989,Oak Ridge TN US,Drafted by the Tampa Bay Rays in the 19th round of the 2011 amateur draft. Player signed August 13 2011.,University of Tennessee (Knoxville TN),Farragut HS (Knoxville TN),Matthew Garrett
191,Rangel Ravelo\ravelra01,27.054,Jun 17,,H/3,STL,-0.2,6-1,225,R,R,Apr 24 1992,La Habana La Habana CU,Drafted by the Chicago White Sox in the 6th round of the 2010 amateur draft. Player signed June 10 2010.,,Hialeah HS (Hialeah FL),Rangel
192,Luis Rengifo\rengilu01,22.058,Apr 25,,46/H,LAA,1.2,5-10,195,B,R,Feb 26 1997,Naguanagua VE,Signed by the Seattle Mariners as an amateur free agent in 2013.,,,Luis Jose
193,Gerardo Reyes\reyesge01,25.334,Apr 12,,1,SDP,-0.5,5-11,195,R,R,May 13 1993,Ciudad Victoria Tamaulipas MX,Signed by the Tampa Bay Rays as an amateur free agent in 2013.,Galveston College (Galveston TX),Hidalgo HS (Hidalgo TX),Gerardo
194,Bryan Reynolds\reynobr01,24.083,Apr 20,,*798/H,PIT,4.1,6-3,205,B,R,Jan 27 1995,Baltimore MD US,Drafted by the San Francisco Giants in the 2nd round of the 2016 amateur draft. Player signed June 22 2016.,Vanderbilt University (Nashville TN),,Bryan Patrick
195,Austin Riley\rileyau01,22.043,May 15,,7H/359D,ATL,0.1,6-3,240,R,R,Apr 2 1997,Memphis TN US,Drafted by the Atlanta Braves in the 1st round (41st pick) of the 2015 amateur draft. Player signed June 16 2015.,,DeSoto Central HS (Southaven MS),Michael Austin
196,Edwin Rios\riosed01,25.067,Jun 27,,H3/5D7,LAD,0.5,6-3,220,L,R,Apr 21 1994,Caguas PR,Drafted by the Los Angeles Dodgers in the 6th round of the 2015 amateur draft. Player signed July 17 2015.,Florida International University (Miami FL),Osceola HS (Kissimmee FL),Edwin Gabriel
197,Brendan Rodgers\rodgebr02,22.281,May 17,,4/6H,COL,-0.6,6-0,204,R,R,Aug 9 1996,Winter Park FL US,Drafted by the Colorado Rockies in the 1st round (3rd pick) of the 2015 amateur draft. Player signed June 17 2015.,,Lake Mary HS (Lake Mary FL),Brendan Austin
198,Jose Rodriguez\rodrijo07,23.332,Jul 27,,/1,LAA,0.5,6-2,175,R,R,Aug 29 1995,Ciudad Bolivar Bolivar VE,Signed by the Los Angeles Angels of Anaheim as an amateur free agent in 2012.,,,Jose Daniel
199,Jake Rogers\rogerja03,24.103,Jul 30,,2/D,DET,-0.5,6-1,205,R,R,Apr 18 1995,Canyon TX US,Drafted by the Houston Astros in the 3rd round of the 2016 amateur draft. Player signed June 15 2016.,Tulane University (New Orleans LA),Canyon HS (Canyon TX),Jacob Ray
200,Tyler Rogers\rogerty01,28.253,Aug 27,,1,SFG,0.7,6-5,187,R,R,Dec 17 1990,Littleton CO US,Drafted by the San Francisco Giants in the 10th round of the 2013 amateur draft. Player signed June 17 2013.,Austin Peay State University (Clarksville TN),,Tyler Scott
201,Josh Rojas\rojasjo01,25.043,Aug 12,,7/9H4,ARI,-0.1,6-1,200,L,R,Jun 30 1994,Litchfield Park AZ US,Drafted by the Houston Astros in the 26th round of the 2017 amateur draft. Player signed June 22 2017.,University of Hawaii at Manoa (Honolulu HI),Millennium HS (Goodyear AZ),Joshua Luke
