Rk,Name,Age,Debut,Last Game,Pos,Tm,WAR,Ht,Wt,B,T,Birthdate,Birthplace,Draft/Signing,Schools,High School,Given Name
100,Jacob Hannemann\hanneja01,26.133,Sep 9,Oct 1 2017,/8HD7,SEA,-0.4,6-1,200,L,L,Apr 29 1991,Kahaku HI US,Drafted by the Chicago Cubs in the 3rd round of the 2013 amateur draft. Player signed June 19 2013.,Brigham Young University (Provo UT),Lone Peak HS (Highland UT),Jacob Howard
101,Ian Happ\happia01,22.274,May 13,,847H9/5,CHC,3.3,6-0,205,B,R,Aug 12 1994,Pittsburgh PA US,Drafted by the Chicago Cubs in the 1st round (9th pick) of the 2015 amateur draft. Player signed June 17 2015.,University of Cincinnati (Cincinnati OH),,Ian Edward
102,Mike Hauschild\hauscmi01,27.076,Apr 8,Aug 8 2018,/1,TEX,-0.2,6-3,210,R,R,Jan 22 1990,Dayton OH US,Drafted by the Houston Astros in the 33rd round of the 2012 amateur draft. Player signed June 10 2012.,University of Dayton (Dayton OH),Beavercreek HS (Beavercreek OH),Michael
103,Austin Hays\haysau01,22.064,Sep 7,,9/8,BAL,0.2,6-1,195,R,R,Jul 5 1995,Daytona Beach FL US,Drafted by the Baltimore Orioles in the 3rd round of the 2016 amateur draft. Player signed June 17 2016.,Jacksonville University (Jacksonville FL),Spruce Creek HS (Port Orange FL),Austin Charles Bryan
104,Ariel Hernandez\hernaar01,25.053,Apr 24,Sep 30 2017,1,CIN,0.0,6-4,230,R,R,Mar 2 1992,Santo Domingo Distrito Nacional DO,Signed by the San Francisco Giants as an amateur free agent in 2008.,,,Ariel
105,Ronald Herrera\herrero01,22.042,Jun 14,Jun 29 2017,/1,NYY,-0.1,5-11,185,R,R,May 3 1995,Maracay Aragua VE,Signed by the Oakland Athletics as an amateur free agent in 2011.,,,Ronald Jose
106,Kyle Higashioka\higasky01,26.355,Apr 10,,/2DH,NYY,-0.3,6-1,205,R,R,Apr 20 1990,Huntington Beach CA US,Drafted by the New York Yankees in the 7th round of the 2008 amateur draft. Player signed July 21 2008.,,Edison HS (Huntington Beach CA),Kyle Harris
107,Trevor Hildenberger\hildetr01,26.190,Jun 23,,1,MIN,-1.3,6-2,211,R,R,Dec 15 1990,Mountain View CA US,Drafted by the Minnesota Twins in the 22nd round of the 2014 amateur draft. Player signed June 14 2014.,University of California Berkeley (Berkeley CA),,Trevor Sean
108,Rhys Hoskins\hoskirh01,24.146,Aug 10,,73,PHI,4.7,6-4,245,R,R,Mar 17 1993,Sacramento CA US,Drafted by the Philadelphia Phillies in the 5th round of the 2014 amateur draft. Player signed June 10 2014.,California State University Sacramento (Sacramento CA),Jesuit HS (Carmichael CA),Rhys Dean
109,Chih-Wei Hu\huch02,23.171,Apr 24,Sep 27 2018,/1,TBR,0.2,6-0,243,R,R,Nov 4 1993,Taichung TW,Signed by the Minnesota Twins as an amateur free agent in 2012.,,,Chih-Wei
110,Jae-gyun Hwang\hwangja01,29.335,Jun 28,Aug 1 2017,5/3H,SFG,-0.1,6-0,215,R,R,Jul 28 1987,Seoul Seoul KR,Signed as a Free Agent with the San Francisco Giants in 2017.,,,Jae-gyun
111,Jordan Jankowski\jankojo01,28.007,May 24,Aug 2 2017,/1,HOU,-0.2,6-1,225,R,R,May 17 1989,McMurray PA US,Drafted by the Houston Astros in the 34th round of the 2012 amateur draft. Player signed June 8 2012.,Catawba College (Salisbury NC),Peters Township HS (McMurray PA),Jordan Jacob
112,Myles Jaye\jayemy01,25.248,Sep 2,Sep 21 2017,/1,DET,-0.6,6-3,170,B,R,Dec 28 1991,Fayetteville GA US,Drafted by the Toronto Blue Jays in the 17th round of the 2010 amateur draft. Player signed August 15 2010.,,Starr's Mill HS (Fayetteville GA),Myles Joseph
113,A.J. Jimenez\jimenaj01,27.128,Sep 6,Oct 1 2017,/2HD,TEX,-0.3,6-0,195,R,R,May 1 1990,San Juan PR,Drafted by the Toronto Blue Jays in the 9th round of the 2008 amateur draft. Player signed June 9 2008.,,Academia Discipulos de Cristo (Bayamon Puerto Rico),Antonio Jamil
114,Joe Jimenez\jimenjo02,22.086,Apr 13,,1,DET,-0.3,6-3,272,R,R,Jan 17 1995,San Juan PR,Signed by the Detroit Tigers as an amateur free agent in 2013.,,Puerto Rico Baseball Academy (Gurabo Puerto Rico),Joe Alexander
115,Pierce Johnson\johnspi01,26.009,May 19,Sep 30 2018,/1,CHC,-0.5,6-2,200,R,R,May 10 1991,Denver CO US,Drafted by the Chicago Cubs in the 1st round (43rd pick) of the 2012 amateur draft. Player signed June 19 2012.,Missouri State University (Springfield MO),Faith Christian Academy (Arvada CO),Pierce William
116,Ryder Jones\jonesry01,23.017,Jun 24,Sep 9 2018,35/H7,SFG,-1.2,6-2,221,L,R,Jun 7 1994,Seattle WA US,Drafted by the San Francisco Giants in the 2nd round of the 2013 amateur draft. Player signed June 18 2013.,,Watauga HS (Boone NC),Ryder McKinley
117,Felix Jorge\jorgefe01,23.180,Jul 1,Jul 7 2017,/1,MIN,-0.3,6-2,178,R,R,Jan 2 1994,Santiago Santiago DO,Signed by the Minnesota Twins as an amateur free agent in 2011.,,,Felix De Jesus
118,Jakob Junis\junisja01,24.208,Apr 12,,1,KCR,4.2,6-2,225,R,R,Sep 16 1992,Jacksonville AR US,Drafted by the Kansas City Royals in the 29th round of the 2011 amateur draft. Player signed August 14 2011.,,Rock Falls HS (Rock Falls IL),Jakob Benjamin Lee
119,Andrew Kittredge\kittran01,27.123,Jul 18,,1,TBR,-0.6,6-1,235,R,R,Mar 17 1990,Spokane WA US,Signed by the Seattle Mariners as an amateur free agent in 2011.,University of Washington (Seattle WA),Ferris HS (Spokane WA),Andrew Michael
120,Andrew Knapp\knappan01,25.148,Apr 6,,2/H3D,PHI,0.0,6-1,195,B,R,Nov 9 1991,Roseville CA US,Drafted by the Philadelphia Phillies in the 2nd round of the 2013 amateur draft. Player signed June 14 2013.,University of California Berkeley (Berkeley CA),Granite Bay HS (Granite Bay CA),Andrew Michael
121,Adam Kolarek\kolarad01,28.166,Jun 29,,1,TBR,0.7,6-3,215,L,L,Jan 14 1989,Baltimore MD US,Drafted by the New York Mets in the 11th round of the 2010 amateur draft. Player signed June 14 2010.,University of Maryland (College Park MD),Catonsville HS (Catonsville MD),Adam John
122,Jairo Labourt\labouja01,23.178,Sep 1,Sep 21 2017,/1,DET,0.1,6-5,234,L,L,Mar 7 1994,Loma de Cabrera Dajabon DO,Signed by the Toronto Blue Jays as an amateur free agent in 2011.,,,Jairo Snaider
123,Dinelson Lamet\lametdi01,24.311,May 25,,1,SDP,1.1,6-4,228,R,R,Jul 18 1992,Santiago Santiago DO,Signed by the San Diego Padres as an amateur free agent in 2014.,,,Dinelson
124,Casey Lawrence\lawreca01,29.162,Apr 8,Sep 26 2018,/1,TOR,-1.1,6-2,170,R,R,Oct 28 1987,McSherrystown PA US,Signed by the Toronto Blue Jays as an amateur free agent in 2010.,Albright College (Reading PA),Delone Catholic HS (McSherrystown PA),Casey Lee
125,Mark Leiter Jr.\leitema02,26.046,Apr 28,Sep 25 2018,1,PHI,-1.4,6-0,210,R,R,Mar 13 1991,Fort Lauderdale FL US,Drafted by the Philadelphia Phillies in the 22nd round of the 2013 amateur draft. Player signed June 12 2013.,New Jersey Institute of Technology (Newark NJ),Toms River North HS (Toms River NJ),Mark Edward
126,Arcenio Leon\leonar02,30.248,May 28,Jun 10 2017,/1,DET,-0.3,6-3,222,R,R,Sep 22 1986,Maracaibo Zulia VE,Signed by the Houston Astros as an amateur free agent in 2005.,,,Arcenio
127,Artie Lewicki\lewicar01,25.149,Sep 4,Aug 13 2018,/1,DET,-0.1,6-3,195,R,R,Apr 8 1992,Wyckoff NJ US,Drafted by the Detroit Tigers in the 8th round of the 2014 amateur draft. Player signed July 7 2014.,University of Virginia (Charlottesville VA),St. Joseph Regional HS (Montvale NJ),Arthur Michael
128,Tzu-Wei Lin\lintz02,23.129,Jun 24,,4/56HD,BOS,0.3,5-9,180,L,R,Feb 15 1994,Kaohsiung County TW,Signed by the Boston Red Sox as an amateur free agent in 2012.,,,Tzu-Wei
129,Ben Lively\livelbe01,25.090,Jun 3,,1,PHI,1.6,6-4,190,R,R,Mar 5 1992,Pensacola FL US,Drafted by the Cincinnati Reds in the 4th round of the 2013 amateur draft. Player signed June 11 2013.,University of Central Florida (Orlando FL),Gulf Breeze HS (Gulf Breeze FL),Edward Bennett
130,Kyle Lloyd\lloydky01,26.282,Jul 25,Jul 25 2017,/1,SDP,-0.1,6-4,220,R,R,Oct 16 1990,Sacramento CA US,Drafted by the San Diego Padres in the 29th round of the 2013 amateur draft. Player signed June 11 2013.,University of Evansville (Evansville IN),Carmel HS (Carmel CA),Kyle Christopher
131,Tim Locastro\locasti01,25.077,Sep 29,,/H7,LAD,0.9,6-1,200,R,R,Jul 14 1992,Syracuse NY US,Drafted by the Toronto Blue Jays in the 13th round of the 2013 amateur draft. Player signed June 12 2013.,Ithaca College (Ithaca NY),Auburn HS (Auburn NY),Timothy Donald
132,Josh Lucas\lucasjo02,26.287,Aug 19,,/1,STL,-0.2,6-6,185,R,R,Nov 5 1990,Lakeland FL US,Drafted by the St. Louis Cardinals in the 21st round of the 2010 amateur draft. Player signed June 12 2010.,State College of Florida Manatee-Sarasota (Bradenton FL),Lakeland Senior HS (Lakeland FL),Joshua Timothy
133,Jordan Luplow\luplojo01,23.305,Jul 28,,97/H,PIT,1.7,6-1,195,R,R,Sep 26 1993,Visalia CA US,Drafted by the Pittsburgh Pirates in the 3rd round of the 2014 amateur draft. Player signed June 16 2014.,California State University Fresno (Fresno CA),Dr. Floyd B. Buchanan HS (Clovis CA),Jordan Thomas
134,Andres Machado\machaan02,24.133,Sep 2,Sep 5 2017,/1,KCR,-0.3,6-0,220,R,R,Apr 22 1993,Carabobo Carabobo VE,Signed by the Kansas City Royals as an amateur free agent in 2010.,,,Andres Eduardo
135,Austin Maddox\maddoau01,26.035,Jun 17,Sep 28 2017,1,BOS,0.7,6-2,220,R,R,May 13 1991,Jacksonville FL US,Drafted by the Boston Red Sox in the 3rd round of the 2012 amateur draft. Player signed June 26 2012.,University of Florida (Gainesville FL),Eagle's View Academy (Jacksonville FL),Austin D.
136,Tyler Mahle\mahlety01,22.332,Aug 27,,/1,CIN,0.4,6-3,210,R,R,Sep 29 1994,Newport Beach CA US,Drafted by the Cincinnati Reds in the 7th round of the 2013 amateur draft. Player signed June 13 2013.,,Westminster HS (Westminster CA),Tyler Fermin
137,Dillon Maples\mapledi01,25.117,Sep 3,,/1,CHC,-0.5,6-2,230,R,R,May 9 1992,Sanford NC US,Drafted by the Chicago Cubs in the 14th round of the 2011 amateur draft. Player signed August 15 2011.,,Pinecrest HS (Southern Pines NC),Dillon Sean
138,Mike Marjama\marjami01,28.045,Sep 3,Apr 18 2018,/2H,SEA,0.1,6-2,205,R,R,Jul 20 1989,Roseville CA US,Drafted by the Chicago White Sox in the 23rd round of the 2011 amateur draft. Player signed June 30 2011.,California State University Long Beach (Long Beach CA) Sacramento City College (Sacramento CA),Granite Bay HS (Granite Bay CA),Michael Gregory
139,Francis Martes\martefr01,21.197,Jun 9,Oct 1 2017,1,HOU,-0.9,6-0,249,R,R,Nov 24 1995,Cotui Sanchez Ramirez DO,Signed by the Miami Marlins as an amateur free agent in 2012.,,,Francis Euclides
140,Kyle Martin\martiky01,26.183,Jul 20,Jul 21 2017,/1,BOS,0.0,6-7,230,R,R,Jan 18 1991,Austin TX US,Drafted by the Boston Red Sox in the 13th round of the 2013 amateur draft. Player signed June 13 2013.,Texas A&M University (College Station TX),St. Michael's Academy (Austin TX),Kyle Jared
141,Phil Maton\matonph01,24.078,Jun 11,,1,SDP,-0.5,6-3,220,R,R,Mar 25 1993,Paducah KY US,Drafted by the San Diego Padres in the 20th round of the 2015 amateur draft. Player signed June 13 2015.,Louisiana Tech University (Ruston LA),,Phillip Louis
142,Jacob May\mayja02,25.071,Apr 4,May 1 2017,8/7H9,CHW,-0.6,5-10,180,B,R,Jan 23 1992,Williamsport PA US,Drafted by the Chicago White Sox in the 3rd round of the 2013 amateur draft. Player signed June 12 2013.,Coastal Carolina University (Conway SC),Lakota West HS (West Chester OH),Jacob Alexander
143,Tim Mayza\mayzati01,25.212,Aug 15,,1,TOR,0.7,6-3,220,L,L,Jan 15 1992,Allentown PA US,Drafted by the Toronto Blue Jays in the 12th round of the 2013 amateur draft. Player signed June 12 2013.,Millersville University of Pennsylvania (Millersville PA),Upper Perkiomen HS (Red Hill PA),Timothy Gerard
144,Kevin McGowan\mcgowke01,25.308,Aug 22,Oct 1 2017,/1,NYM,0.0,6-5,233,R,R,Oct 18 1991,Nashua NH US,Drafted by the New York Mets in the 13th round of the 2013 amateur draft. Player signed June 11 2013.,Franklin Pierce University (Rindge NH),Nashua North HS (Nashua NH),Kevin Michael
145,Kyle McGrath\mcgraky01,24.364,Jul 30,Apr 16 2018,1,SDP,0.4,6-2,185,L,L,Jul 31 1992,Louisville KY US,Drafted by the San Diego Padres in the 36th round of the 2014 amateur draft. Player signed June 30 2014.,University of Louisville (Louisville KY),Butler Traditional HS (Shively KY),Kyle Daniel
146,Deck McGuire\mcguide02,28.081,Sep 12,Sep 29 2018,/1,CIN,-0.2,6-6,220,R,R,Jun 23 1989,Richmond VA US,Drafted by the Toronto Blue Jays in the 1st round (11th pick) of the 2010 amateur draft. Player signed August 16 2010.,Georgia Institute of Technology (Atlanta GA),Deep Run HS (Glen Allen VA),William Deck
147,Ryan McMahon\mcmahry01,22.241,Aug 12,,/H345,COL,1.4,6-2,219,L,R,Dec 14 1994,Yorba Linda CA US,Drafted by the Colorado Rockies in the 2nd round of the 2013 amateur draft. Player signed June 14 2013.,,Mater Dei HS (Santa Ana CA),Ryan Patrick
148,Alex Mejia\mejiaal01,26.162,Jun 29,Oct 1 2017,5/4H63,STL,-0.1,6-1,200,R,R,Jan 18 1991,Sylmar CA US,Drafted by the St. Louis Cardinals in the 4th round of the 2012 amateur draft. Player signed July 5 2012.,University of Arizona (Tucson AZ),El Camino Real HS (Woodland Hills CA),Alejandro DeJesus
149,Francisco Mejia\mejiafr01,21.309,Sep 1,,/HD2,CLE,0.3,5-10,180,B,R,Oct 27 1995,Bani Peravia DO,Signed by the Cleveland Indians as an amateur free agent in 2012.,,,Francisco Jose
150,Keury Mella\mellake01,24.049,Sep 20,,/1,CIN,-0.4,6-2,230,R,R,Aug 2 1993,Bonao Monsenor Nouel DO,Signed by the San Francisco Giants as an amateur free agent in 2011.,,,Keury
151,Keynan Middleton\middlke01,23.235,May 5,,1,LAA,1.8,6-3,215,R,R,Sep 12 1993,Portland OR US,Drafted by the Los Angeles Angels of Anaheim in the 3rd round of the 2013 amateur draft. Player signed June 13 2013.,Lane Community College (Eugene OR),Milwaukie HS (Milwaukie OR),Keynan Anthony
152,Hoby Milner\milneho01,26.162,Jun 24,,1,PHI,0.6,6-3,175,L,L,Jan 13 1991,Dallas TX US,Drafted by the Philadelphia Phillies in the 7th round of the 2012 amateur draft. Player signed June 7 2012.,University of Texas at Austin (Austin TX),Paschal HS (Fort Worth TX),Hoby Trey
153,A.J. Minter\minteaj01,23.355,Aug 23,,1,ATL,0.3,6-0,215,L,L,Sep 2 1993,Tyler TX US,Drafted by the Atlanta Braves in the 2nd round of the 2015 amateur draft. Player signed June 14 2015.,Texas A&M University (College Station TX),Brook Hill School (Bullard TX),Alex Jordan
154,Sam Moll\mollsa01,25.241,Sep 1,Sep 30 2017,1,OAK,-0.3,5-9,188,L,L,Jan 3 1992,Lakeland TN US,Drafted by the Colorado Rockies in the 3rd round of the 2013 amateur draft. Player signed June 13 2013.,University of Memphis (Memphis TN),St. Benedict at Auburndale HS (Cordova TN),Samuel John
155,Carlos Moncrief\moncrca01,28.268,Jul 29,Sep 4 2017,H9/7,SFG,-0.5,6-0,220,L,R,Nov 3 1988,Jackson MS US,Drafted by the Cleveland Indians in the 14th round of the 2008 amateur draft. Player signed June 12 2008.,Chipola College (Marianna FL),Hillcrest Christian HS (Jackson MS),Carlos Antwan
156,Jordan Montgomery\montgjo01,24.106,Apr 12,,1,NYY,3.3,6-6,225,L,L,Dec 27 1992,Sumter SC US,Drafted by the New York Yankees in the 4th round of the 2014 amateur draft. Player signed June 16 2014.,University of South Carolina (Columbia SC),Sumter HS (Sumter SC),Jordan Blackmon
157,Andrew Moore\moorean02,23.020,Jun 22,,1,SEA,-0.1,6-0,195,R,R,Jun 2 1994,Springfield OR US,Drafted by the Seattle Mariners in the 2nd round of the 2015 amateur draft. Player signed June 12 2015.,Oregon State University (Corvallis OR),North HS (Eugene OR),Andrew George
158,Reyes Moronta\moronre01,24.242,Sep 5,,/1,SFG,3.0,5-10,265,R,R,Jan 6 1993,Santiago Santiago DO,Signed by the San Francisco Giants as an amateur free agent in 2010.,,,Reyes Armando
159,Gabriel Moya\moyaga01,22.246,Sep 12,Sep 29 2018,/1,MIN,0.1,6-0,225,L,L,Jan 9 1995,Cabimas Zulia VE,Signed by the Arizona Diamondbacks as an amateur free agent in 2012.,,,Gabriel Jose
160,Dovydas Neverauskas\neverdo01,24.100,Apr 24,,1,PIT,-0.9,6-3,220,R,R,Jan 14 1993,Vilnius Vilnius LT,Signed by the Pittsburgh Pirates as an amateur free agent in 2009.,,,Dovydas
161,Sean Newcomb\newcose01,23.363,Jun 10,,1,ATL,3.6,6-5,255,L,L,Jun 12 1993,Brockton MA US,Drafted by the Los Angeles Angels of Anaheim in the 1st round (15th pick) of the 2014 amateur draft. Player signed July 18 2014.,University of Hartford (West Hartford CT),Middleboro HS (Middleboro MA),Sean William
162,Gift Ngoepe\ngoepgi01,27.098,Apr 26,May 1 2018,4/65H,PIT,0.0,5-8,200,R,R,Jan 18 1990,Pietersburg Limpopo ZA,Signed by the Pittsburgh Pirates as an amateur free agent in 2008.,,Rand Park (Randburg South Africa),Mpho' Gift
163,Tomas Nido\nidoto01,23.154,Sep 13,,/2H,NYM,-1.3,6-0,210,R,R,Apr 12 1994,Guaynabo PR,Drafted by the New York Mets in the 8th round of the 2012 amateur draft. Player signed June 13 2012.,,Orangewood Christian HS (Maitland FL),Tomas E.
164,Chris O'Grady\ogradch01,27.082,Jul 8,Apr 16 2018,1,MIA,0.0,6-4,225,R,L,Apr 17 1990,Congers NY US,Drafted by the Los Angeles Angels of Anaheim in the 10th round of the 2012 amateur draft. Player signed July 1 2012.,George Mason University (Fairfax VA),Clarkstown North HS (New City NY),Christopher Ryan
165,Mike Ohlman\ohlmami01,26.146,May 9,Aug 15 2017,/2H,TOR,0.0,6-5,240,R,R,Dec 14 1990,Bradenton FL US,Drafted by the Baltimore Orioles in the 11th round of the 2009 amateur draft. Player signed August 17 2017.,,Lakewood Ranch HS (Bradenton FL),Michael Livingston
166,Danny Ortiz\ortizda02,27.114,Apr 29,May 24 2017,/978H,PIT,-0.2,5-11,190,L,L,Jan 5 1990,Caguas PR,Drafted by the Minnesota Twins in the 4th round of the 2008 amateur draft. Player signed June 11 2008.,,Benjamin Harrison HS (Cayey Puerto Rico),Daniel
167,Jose Osuna\osunajo01,24.127,Apr 18,,H937,PIT,-1.0,6-2,240,R,R,Dec 12 1992,Trujillo Trujillo VE,Signed by the Pittsburgh Pirates as an amateur free agent in 2009.,,,Jose Gregorio
168,Emilio Pagan\paganem01,25.361,May 3,,1,SEA,3.2,6-3,205,L,R,May 7 1991,Simpsonville SC US,Drafted by the Seattle Mariners in the 10th round of the 2013 amateur draft. Player signed June 9 2013.,Belmont Abbey College (Belmont NC),J. L. Mann HS (Greenville SC),Emilio Enrique
169,Eduardo Paredes\pareded01,22.109,Jun 23,Aug 12 2018,1,LAA,-0.2,6-1,230,R,R,Mar 6 1995,Valera Trujillo VE,Signed by the Los Angeles Angels of Anaheim as an amateur free agent in 2012.,,,Eduardo Jose
170,Edward Paredes\pareded02,30.297,Jul 24,Jul 8 2018,1,LAD,0.0,6-0,180,L,L,Sep 30 1986,Villa Riva Duarte DO,Signed by the Seattle Mariners as an amateur free agent in 2005.,,,Edward Miguel
171,Ian Parmley\parmlia01,27.186,Jun 23,Jun 25 2017,/7H9,TOR,-0.1,5-11,175,L,L,Dec 19 1989,Snohomish WA US,Drafted by the Toronto Blue Jays in the 7th round of the 2012 amateur draft. Player signed June 10 2012.,Liberty University (Lynchburg VA),Monroe HS (Monroe WA),Ian Gene
172,Cameron Perkins\perkica01,26.266,Jun 20,Sep 22 2017,H79/83,PHI,-0.9,6-5,225,R,R,Sep 27 1990,Indianapolis IN US,Drafted by the Philadelphia Phillies in the 6th round of the 2012 amateur draft. Player signed June 13 2012.,Purdue University (West Lafayette IN),Southport HS (Indianapolis IN),Cameron Edward
173,Dillon Peters\peterdi01,25.001,Sep 1,,/1,MIA,-0.7,5-11,190,L,L,Aug 31 1992,Indianapolis IN US,Drafted by the Miami Marlins in the 10th round of the 2014 amateur draft. Player signed July 18 2014.,University of Texas at Austin (Austin TX),Cathedral HS (Indianapolis IN),Dillon James
174,Brett Phillips\phillbr02,23.006,Jun 5,,8/9H7,MIL,2.3,6-0,185,L,R,May 30 1994,Seminole FL US,Drafted by the Houston Astros in the 6th round of the 2012 amateur draft. Player signed June 11 2012.,,Seminole HS (Seminole FL),Brett Maverick
175,Tyler Pill\pillty01,26.363,May 27,Jul 27 2017,/1,NYM,-0.3,6-2,200,L,R,May 29 1990,San Dimas CA US,Drafted by the New York Mets in the 4th round of the 2011 amateur draft. Player signed July 8 2011.,California State University Fullerton (Fullerton CA),Covina HS (Covina CA),Tyler Stephen
176,Ricardo Pinto\pintori01,23.131,May 31,,1/H,PHI,-1.0,6-0,195,R,R,Jan 20 1994,Guacara Carabobo VE,Signed by the Philadelphia Phillies as an amateur free agent in 2011.,,,Ricardo Antonio
177,Nick Pivetta\pivetni01,24.075,Apr 30,,1,PHI,1.0,6-5,220,R,R,Feb 14 1993,Victoria BC CA,Drafted by the Washington Nationals in the 4th round of the 2013 amateur draft. Player signed June 18 2013.,New Mexico Junior College (Hobbs NM),Lambrick Park SS (Victoria BC),Nicholas Johncarlo
178,Max Povse\povsema01,23.303,Jun 22,Jul 20 2017,/1,SEA,-0.2,6-8,185,R,R,Aug 23 1993,Cary NC US,Drafted by the Atlanta Braves in the 3rd round of the 2014 amateur draft. Player signed June 8 2014.,University of North Carolina at Greensboro (Greensboro NC),Green Hope HS (Cary NC),Max Walter
179,Boog Powell\powelbo02,24.105,Apr 29,Apr 6 2018,H/D79,SEA,0.6,5-10,200,L,L,Jan 14 1993,Irvine CA US,Drafted by the Oakland Athletics in the 20th round of the 2012 amateur draft. Player signed June 14 2012.,Orange Coast College (Costa Mesa CA),Mission Viejo HS (Mission Viejo CA),Herschel Mack
180,Austin Pruitt\pruitau01,27.214,Apr 2,,1/H,TBR,-1.0,5-10,185,R,R,Aug 31 1989,Plano TX US,Drafted by the Tampa Bay Rays in the 9th round of the 2013 amateur draft. Player signed June 12 2013.,University of Houston (Houston TX),,Austin Daniel
181,Cesar Puello\puellce01,26.130,Aug 9,,/7,LAA,1.3,6-2,220,R,R,Apr 1 1991,La Romana La Romana DO,Signed by the New York Mets as an amateur free agent in 2007.,,Santa Rosa de Lima (Santo Domingo Dominican Republic),Cesar David
182,Carlos Ramirez\ramirca01,26.130,Sep 1,Jun 15 2018,1,TOR,0.7,6-5,205,R,R,Apr 24 1991,Santo Domingo Distrito Nacional DO,Signed by the Toronto Blue Jays as an amateur free agent in 2009.,,,Carlos Alejandro
183,Raudy Read\readra01,23.309,Sep 3,,/H2,WSN,-0.2,6-0,220,R,R,Oct 29 1993,San Jose de Ocoa Peravia DO,Signed by the Washington Nationals as an amateur free agent in 2011.,,,Raudy Miguel
184,Jack Reinheimer\reinhja01,25.013,Aug 1,Sep 29 2018,/H6,ARI,-0.4,6-1,185,R,R,Jul 19 1992,Charlotte NC US,Drafted by the Seattle Mariners in the 5th round of the 2013 amateur draft. Player signed June 12 2013.,East Carolina University (Greenville NC),Ardrey Kell HS (Charlotte NC),John Patrick
185,Zac Reininger\reiniza01,24.211,Aug 27,,1,DET,-1.0,6-3,190,B,R,Jan 28 1993,San Antonio TX US,Drafted by the Detroit Tigers in the 8th round of the 2013 amateur draft. Player signed June 12 2013.,Hill College (Hillsboro TX),Smithson Valley HS (Spring Branch TX),Zachary Ryan
186,Jacob Rhame\rhameja01,24.170,Sep 2,,/1,NYM,-0.6,6-1,215,R,R,Mar 16 1993,Atlanta GA US,Drafted by the Los Angeles Dodgers in the 6th round of the 2013 amateur draft. Player signed June 11 2013.,Grayson County College (Denison TX) University of Oklahoma (Norman OK),John H. Guyer HS (Denton TX),Jacob Alan
187,JT Riddle\riddljt01,25.181,Apr 11,,6/H,MIA,1.7,6-1,180,L,R,Oct 12 1991,Frankfort KY US,Drafted by the Miami Marlins in the 13th round of the 2013 amateur draft. Player signed June 11 2013.,University of Kentucky (Lexington KY),Western Hills HS (Frankfort KY),Joshua Travis
188,Yacksel Rios\riosya01,24.056,Aug 22,,1,PHI,-0.6,6-3,215,R,R,Jun 27 1993,Caguas PR,Drafted by the Philadelphia Phillies in the 12th round of the 2011 amateur draft. Player signed June 13 2011.,,Doctora Conchita Cuevas HS (Gurabo Puerto Rico),Yacksel
189,Daniel Robertson\roberda10,23.013,Apr 4,,465/D7H,TBR,3.2,5-11,200,R,R,Mar 22 1994,Upland CA US,Drafted by the Oakland Athletics in the 1st round (34th pick) of the 2012 amateur draft. Player signed June 19 2012.,,Upland HS (Upland CA),Daniel Ray
190,Drew Robinson\robindr01,24.350,Apr 5,,57/4H68D,TEX,-0.5,6-1,200,L,R,Apr 20 1992,Las Vegas NV US,Drafted by the Texas Rangers in the 4th round of the 2010 amateur draft. Player signed June 15 2010.,,Silverado HS (Las Vegas NV),Drew Elliott
191,Victor Robles\roblevi01,20.111,Sep 7,,/9H87,WSN,4.6,6-0,205,R,R,May 19 1997,Santo Domingo Este Santo Domingo DO,Signed by the Washington Nationals as an amateur free agent in 2013.,,,Victor Enrique
192,Ricardo Rodriguez\rodriri04,24.348,Aug 14,Jul 20 2018,1,TEX,0.0,6-2,220,R,R,Aug 31 1992,Maracay Aragua VE,Signed by the Texas Rangers as an amateur free agent in 2010.,,,Ricardo Jose
193,Richard Rodriguez\rodriri05,27.182,Sep 2,,/1,BAL,2.3,6-4,218,R,R,Mar 4 1990,Santiago Santiago DO,Signed by the Houston Astros as an amateur free agent in 2010.,,,Richard Agustin
194,Sal Romano\romansa01,23.186,Apr 16,,1,CIN,-1.0,6-5,255,L,R,Oct 12 1993,Syosset NY US,Drafted by the Cincinnati Reds in the 23rd round of the 2011 amateur draft. Player signed August 13 2011.,,Southington HS (Southington CT),Salvatore J.
195,Amed Rosario\rosaram01,21.254,Aug 1,,6/H,NYM,2.3,6-2,189,R,R,Nov 20 1995,Santo Domingo Centro Distrito Nacional DO,Signed by the New York Mets as an amateur free agent in 2012.,,,German Amed
196,Randy Rosario\rosarra01,23.015,Jun 2,,/1,MIN,0.0,6-1,200,L,L,May 18 1994,Nagua Maria Trinidad Sanchez DO,Signed by the Minnesota Twins as an amateur free agent in 2010.,,,Randy Miguel
197,Chris Rowley\rowlech01,26.363,Aug 12,Jul 15 2018,/1,TOR,-0.6,6-2,195,R,R,Aug 14 1990,Atlanta GA US,Signed by the Toronto Blue Jays as an amateur free agent in 2013.,United States Military Academy (West Point NY),South Forsyth HS (Cumming GA),Christopher Ryan
198,Jose Ruiz\ruizjo01,22.276,Jul 24,,/1,SDP,0.0,6-1,250,R,R,Oct 21 1994,Guacara Carabobo VE,Signed by the San Diego Padres as an amateur free agent in 2011.,,,Jose Rafael
